snapshot_id,project_id,state,district,stage,probability,target
SNAP-000440-1,SIH26017-PRJ-000440,Uttar Pradesh,Agra,Survey & Measurement,0.465970516204834,
SNAP-000440-2,SIH26017-PRJ-000440,Uttar Pradesh,Agra,Award Declaration (Sec 23),0.4599846601486206,
SNAP-000441-1,SIH26017-PRJ-000441,Assam,Kamrup,Draft Declaration,0.06362401694059372,False
SNAP-000441-2,SIH26017-PRJ-000441,Assam,Kamrup,Compensation Disbursement,0.0797337144613266,False
SNAP-000442-1,SIH26017-PRJ-000442,Uttar Pradesh,Lucknow,Draft Declaration,0.0032749774400144815,False
SNAP-000442-2,SIH26017-PRJ-000442,Uttar Pradesh,Lucknow,Award Declaration (Sec 23),0.0025283631402999163,False
SNAP-000442-3,SIH26017-PRJ-000442,Uttar Pradesh,Lucknow,Compensation Disbursement,0.0019564907997846603,False
SNAP-000443-1,SIH26017-PRJ-000443,West Bengal,Purba Bardhaman,Survey & Measurement,0.009765003807842731,False
SNAP-000443-2,SIH26017-PRJ-000443,West Bengal,Purba Bardhaman,Final Declaration (Sec 19),0.017427919432520866,False
SNAP-000444-1,SIH26017-PRJ-000444,Jharkhand,Dhanbad,Social Impact Assessment (SIA),0.0011725566582754254,
SNAP-000444-2,SIH26017-PRJ-000444,Jharkhand,Dhanbad,Draft Declaration,0.0027205736842006445,
SNAP-000445-1,SIH26017-PRJ-000445,Chhattisgarh,Bastar,Social Impact Assessment (SIA),0.9441735148429871,True
SNAP-000445-2,SIH26017-PRJ-000445,Chhattisgarh,Bastar,Final Declaration (Sec 19),0.962857723236084,True
SNAP-000445-3,SIH26017-PRJ-000445,Chhattisgarh,Bastar,Compensation Disbursement,0.9604408144950867,True
SNAP-000446-1,SIH26017-PRJ-000446,Bihar,Muzaffarpur,Survey & Measurement,0.004385929089039564,False
SNAP-000447-1,SIH26017-PRJ-000447,Tamil Nadu,Coimbatore,Social Impact Assessment (SIA),0.017529074102640152,
SNAP-000448-1,SIH26017-PRJ-000448,Maharashtra,Chhatrapati Sambhajinagar,Award Declaration (Sec 23),0.16926513612270355,
SNAP-000449-1,SIH26017-PRJ-000449,Bihar,Gaya,Survey & Measurement,0.01118484791368246,False
SNAP-000450-1,SIH26017-PRJ-000450,Tamil Nadu,Chennai,Social Impact Assessment (SIA),0.0009267476852983236,
SNAP-000451-1,SIH26017-PRJ-000451,West Bengal,Kolkata,Social Impact Assessment (SIA),0.07104356586933136,
SNAP-000451-2,SIH26017-PRJ-000451,West Bengal,Kolkata,Survey & Measurement,0.06651190668344498,
SNAP-000451-3,SIH26017-PRJ-000451,West Bengal,Kolkata,Draft Declaration,0.08218728750944138,
SNAP-000452-1,SIH26017-PRJ-000452,Karnataka,Ballari,Survey & Measurement,0.0031301425769925117,
SNAP-000452-2,SIH26017-PRJ-000452,Karnataka,Ballari,Award Declaration (Sec 23),0.008009500801563263,
SNAP-000453-1,SIH26017-PRJ-000453,Jharkhand,Dhanbad,Survey & Measurement,0.015806058421730995,False
SNAP-000454-1,SIH26017-PRJ-000454,Bihar,Muzaffarpur,Social Impact Assessment (SIA),0.006912847515195608,
SNAP-000454-2,SIH26017-PRJ-000454,Bihar,Muzaffarpur,Survey & Measurement,0.007449955679476261,
SNAP-000455-1,SIH26017-PRJ-000455,Jharkhand,Paschimi Singhbhum,Draft Declaration,0.08515309542417526,False
SNAP-000455-2,SIH26017-PRJ-000455,Jharkhand,Paschimi Singhbhum,Award Declaration (Sec 23),0.0845661461353302,False
SNAP-000456-1,SIH26017-PRJ-000456,Chhattisgarh,Durg,Award Declaration (Sec 23),0.007524124812334776,False
SNAP-000457-1,SIH26017-PRJ-000457,West Bengal,Purba Bardhaman,Survey & Measurement,0.6421517133712769,
SNAP-000457-2,SIH26017-PRJ-000457,West Bengal,Purba Bardhaman,Draft Declaration,0.9584291577339172,
SNAP-000457-3,SIH26017-PRJ-000457,West Bengal,Purba Bardhaman,Award Declaration (Sec 23),0.9430458545684814,
SNAP-000458-1,SIH26017-PRJ-000458,Jharkhand,Paschimi Singhbhum,Social Impact Assessment (SIA),0.9584859609603882,True
SNAP-000459-1,SIH26017-PRJ-000459,Bihar,Patna,Social Impact Assessment (SIA),0.013418561778962612,
SNAP-000460-1,SIH26017-PRJ-000460,Jharkhand,Paschimi Singhbhum,Survey & Measurement,0.00342175574041903,False
SNAP-000461-1,SIH26017-PRJ-000461,Assam,Kamrup,Social Impact Assessment (SIA),0.2124490588903427,
SNAP-000462-1,SIH26017-PRJ-000462,Odisha,Khordha,Social Impact Assessment (SIA),0.02580631896853447,
SNAP-000462-2,SIH26017-PRJ-000462,Odisha,Khordha,Draft Declaration,0.019527429714798927,
SNAP-000462-3,SIH26017-PRJ-000462,Odisha,Khordha,Final Declaration (Sec 19),0.03229129686951637,
SNAP-000463-1,SIH26017-PRJ-000463,Madhya Pradesh,Bhopal,Final Declaration (Sec 19),0.01217423565685749,False
SNAP-000464-1,SIH26017-PRJ-000464,West Bengal,Howrah,Possession,0.06037243455648422,False
SNAP-000465-1,SIH26017-PRJ-000465,Kerala,Ernakulam,Social Impact Assessment (SIA),0.2700471580028534,
SNAP-000465-2,SIH26017-PRJ-000465,Kerala,Ernakulam,Social Impact Assessment (SIA),0.13697467744350433,
SNAP-000465-3,SIH26017-PRJ-000465,Kerala,Ernakulam,Social Impact Assessment (SIA),0.13274897634983063,
SNAP-000466-1,SIH26017-PRJ-000466,Chhattisgarh,Raipur,Award Declaration (Sec 23),0.039445918053388596,False
SNAP-000466-2,SIH26017-PRJ-000466,Chhattisgarh,Raipur,Compensation Disbursement,0.03739423304796219,False
SNAP-000467-1,SIH26017-PRJ-000467,Jharkhand,Dhanbad,Social Impact Assessment (SIA),0.007077373098582029,
SNAP-000467-2,SIH26017-PRJ-000467,Jharkhand,Dhanbad,Draft Declaration,0.013864012435078621,
SNAP-000468-1,SIH26017-PRJ-000468,Assam,Kamrup,Survey & Measurement,0.058478910475969315,False
SNAP-000469-1,SIH26017-PRJ-000469,Tamil Nadu,Tiruchirappalli,Award Declaration (Sec 23),0.003851591143757105,
SNAP-000470-1,SIH26017-PRJ-000470,Maharashtra,Nashik,Final Declaration (Sec 19),0.011434189975261688,
SNAP-000471-1,SIH26017-PRJ-000471,Kerala,Ernakulam,Social Impact Assessment (SIA),0.005845857784152031,
SNAP-000472-1,SIH26017-PRJ-000472,Uttar Pradesh,Varanasi,Compensation Disbursement,0.01850251480937004,False
SNAP-000473-1,SIH26017-PRJ-000473,Madhya Pradesh,Chhindwara,Final Declaration (Sec 19),0.0032538489904254675,False
SNAP-000473-2,SIH26017-PRJ-000473,Madhya Pradesh,Chhindwara,Compensation Disbursement,0.002245025709271431,False
SNAP-000474-1,SIH26017-PRJ-000474,Madhya Pradesh,Bhopal,Compensation Disbursement,0.0060325441882014275,False
SNAP-000475-1,SIH26017-PRJ-000475,Chhattisgarh,Bastar,Draft Declaration,0.03885727375745773,False
SNAP-000476-1,SIH26017-PRJ-000476,Odisha,Kalahandi,Award Declaration (Sec 23),0.5552720427513123,True
SNAP-000476-2,SIH26017-PRJ-000476,Odisha,Kalahandi,Compensation Disbursement,0.5397729873657227,True
SNAP-000477-1,SIH26017-PRJ-000477,Gujarat,Surat,Award Declaration (Sec 23),0.012492640875279903,False
SNAP-000478-1,SIH26017-PRJ-000478,West Bengal,Kolkata,Survey & Measurement,0.09356612712144852,
SNAP-000479-1,SIH26017-PRJ-000479,Maharashtra,Chhatrapati Sambhajinagar,Final Declaration (Sec 19),0.00794082973152399,
SNAP-000480-1,SIH26017-PRJ-000480,Jharkhand,Ranchi,Social Impact Assessment (SIA),0.005081008188426495,False
SNAP-000480-2,SIH26017-PRJ-000480,Jharkhand,Ranchi,Final Declaration (Sec 19),0.003180669154971838,False
SNAP-000480-3,SIH26017-PRJ-000480,Jharkhand,Ranchi,Compensation Disbursement,0.009053095243871212,False
SNAP-000481-1,SIH26017-PRJ-000481,Telangana,Karimnagar,Social Impact Assessment (SIA),0.011744833551347256,False
SNAP-000482-1,SIH26017-PRJ-000482,Madhya Pradesh,Bhopal,Award Declaration (Sec 23),0.009340032935142517,False
SNAP-000483-1,SIH26017-PRJ-000483,Assam,Dibrugarh,Social Impact Assessment (SIA),0.02387933060526848,
SNAP-000483-2,SIH26017-PRJ-000483,Assam,Dibrugarh,Social Impact Assessment (SIA),0.019164910539984703,
SNAP-000484-1,SIH26017-PRJ-000484,Rajasthan,Alwar,Draft Declaration,0.17640294134616852,False
SNAP-000485-1,SIH26017-PRJ-000485,Bihar,Gaya,Final Declaration (Sec 19),0.010420875623822212,False
SNAP-000485-2,SIH26017-PRJ-000485,Bihar,Gaya,Compensation Disbursement,0.014831244945526123,False
SNAP-000486-1,SIH26017-PRJ-000486,Assam,Kamrup,Final Declaration (Sec 19),0.41704270243644714,
SNAP-000487-1,SIH26017-PRJ-000487,Uttar Pradesh,Varanasi,Final Declaration (Sec 19),0.012659459374845028,False
SNAP-000487-2,SIH26017-PRJ-000487,Uttar Pradesh,Varanasi,Compensation Disbursement,0.013680332340300083,False
SNAP-000488-1,SIH26017-PRJ-000488,Odisha,Khordha,Draft Declaration,0.059305135160684586,False
SNAP-000489-1,SIH26017-PRJ-000489,Tamil Nadu,Chennai,Compensation Disbursement,0.002174471504986286,False
SNAP-000490-1,SIH26017-PRJ-000490,Tamil Nadu,Coimbatore,Preliminary Notification (Sec 11),0.03955651819705963,
SNAP-000491-1,SIH26017-PRJ-000491,Bihar,Patna,Final Declaration (Sec 19),0.023278897628188133,
SNAP-000492-1,SIH26017-PRJ-000492,Odisha,Kalahandi,Social Impact Assessment (SIA),0.0524582713842392,
SNAP-000493-1,SIH26017-PRJ-000493,Tamil Nadu,Tiruchirappalli,Final Declaration (Sec 19),0.028191937133669853,False
SNAP-000493-2,SIH26017-PRJ-000493,Tamil Nadu,Tiruchirappalli,Compensation Disbursement,0.03270522505044937,False
SNAP-000494-1,SIH26017-PRJ-000494,Odisha,Kalahandi,Survey & Measurement,0.03275641053915024,
SNAP-000494-2,SIH26017-PRJ-000494,Odisha,Kalahandi,Award Declaration (Sec 23),0.05285734683275223,
SNAP-000495-1,SIH26017-PRJ-000495,Assam,Kamrup,Compensation Disbursement,0.11799422651529312,False
SNAP-000496-1,SIH26017-PRJ-000496,West Bengal,Purulia,Award Declaration (Sec 23),0.15079466998577118,
SNAP-000496-2,SIH26017-PRJ-000496,West Bengal,Purulia,Compensation Disbursement,0.14993226528167725,
SNAP-000497-1,SIH26017-PRJ-000497,Chhattisgarh,Bastar,Final Declaration (Sec 19),0.32027795910835266,
SNAP-000498-1,SIH26017-PRJ-000498,Uttar Pradesh,Gautam Buddh Nagar,Final Declaration (Sec 19),0.07459504902362823,False
SNAP-000499-1,SIH26017-PRJ-000499,West Bengal,Howrah,Award Declaration (Sec 23),0.007835307158529758,False
SNAP-000500-1,SIH26017-PRJ-000500,Chhattisgarh,Raipur,Survey & Measurement,0.17838028073310852,
SNAP-000500-2,SIH26017-PRJ-000500,Chhattisgarh,Raipur,Final Declaration (Sec 19),0.3467196822166443,
SNAP-000501-1,SIH26017-PRJ-000501,Bihar,Patna,Award Declaration (Sec 23),0.0020472947508096695,
SNAP-000502-1,SIH26017-PRJ-000502,Bihar,Muzaffarpur,Award Declaration (Sec 23),0.002519115572795272,False
SNAP-000503-1,SIH26017-PRJ-000503,Karnataka,Belagavi,Possession,0.0554465726017952,False
SNAP-000504-1,SIH26017-PRJ-000504,Maharashtra,Nagpur,Survey & Measurement,0.0062558772042393684,False
SNAP-000504-2,SIH26017-PRJ-000504,Maharashtra,Nagpur,Final Declaration (Sec 19),0.011201778426766396,False
SNAP-000504-3,SIH26017-PRJ-000504,Maharashtra,Nagpur,Award Declaration (Sec 23),0.010886465199291706,False
SNAP-000505-1,SIH26017-PRJ-000505,Odisha,Sundargarh,Survey & Measurement,0.829054594039917,
SNAP-000506-1,SIH26017-PRJ-000506,Chhattisgarh,Durg,Possession,0.22422555088996887,False
SNAP-000507-1,SIH26017-PRJ-000507,Uttar Pradesh,Agra,Draft Declaration,0.005937141831964254,False
SNAP-000507-2,SIH26017-PRJ-000507,Uttar Pradesh,Agra,Compensation Disbursement,0.0036637764424085617,False
SNAP-000508-1,SIH26017-PRJ-000508,West Bengal,Kolkata,Survey & Measurement,0.01634199172258377,
SNAP-000508-2,SIH26017-PRJ-000508,West Bengal,Kolkata,Final Declaration (Sec 19),0.020374396815896034,
SNAP-000509-1,SIH26017-PRJ-000509,Maharashtra,Nashik,Preliminary Notification (Sec 11),0.0317479707300663,
SNAP-000509-2,SIH26017-PRJ-000509,Maharashtra,Nashik,Preliminary Notification (Sec 11),0.03696659579873085,
SNAP-000510-1,SIH26017-PRJ-000510,Odisha,Cuttack,Draft Declaration,0.0025699243415147066,
SNAP-000511-1,SIH26017-PRJ-000511,Chhattisgarh,Durg,Social Impact Assessment (SIA),0.008578336797654629,
SNAP-000511-2,SIH26017-PRJ-000511,Chhattisgarh,Durg,Social Impact Assessment (SIA),0.015538702718913555,
SNAP-000512-1,SIH26017-PRJ-000512,Jharkhand,Paschimi Singhbhum,Final Declaration (Sec 19),0.14116939902305603,
SNAP-000513-1,SIH26017-PRJ-000513,West Bengal,Purulia,Award Declaration (Sec 23),0.07488956302404404,False
SNAP-000514-1,SIH26017-PRJ-000514,Madhya Pradesh,Bhopal,Survey & Measurement,0.00214323285035789,False
SNAP-000514-2,SIH26017-PRJ-000514,Madhya Pradesh,Bhopal,Award Declaration (Sec 23),0.0019128195708617568,False
SNAP-000514-3,SIH26017-PRJ-000514,Madhya Pradesh,Bhopal,Compensation Disbursement,0.0031315921805799007,False
SNAP-000515-1,SIH26017-PRJ-000515,Jharkhand,Dhanbad,Final Declaration (Sec 19),0.10377691686153412,
SNAP-000516-1,SIH26017-PRJ-000516,Jharkhand,Dhanbad,Survey & Measurement,0.5729699730873108,
SNAP-000517-1,SIH26017-PRJ-000517,Madhya Pradesh,Jabalpur,Award Declaration (Sec 23),0.006211712956428528,False
SNAP-000518-1,SIH26017-PRJ-000518,Maharashtra,Chhatrapati Sambhajinagar,Survey & Measurement,0.4653647840023041,
SNAP-000518-2,SIH26017-PRJ-000518,Maharashtra,Chhatrapati Sambhajinagar,Survey & Measurement,0.5645070672035217,
SNAP-000519-1,SIH26017-PRJ-000519,Chhattisgarh,Raipur,Survey & Measurement,0.020138058811426163,
SNAP-000519-2,SIH26017-PRJ-000519,Chhattisgarh,Raipur,Draft Declaration,0.009167266078293324,
SNAP-000519-3,SIH26017-PRJ-000519,Chhattisgarh,Raipur,Final Declaration (Sec 19),0.033518414944410324,
SNAP-000520-1,SIH26017-PRJ-000520,Jharkhand,Paschimi Singhbhum,Award Declaration (Sec 23),0.018651742488145828,
SNAP-000521-1,SIH26017-PRJ-000521,Uttar Pradesh,Lucknow,Preliminary Notification (Sec 11),0.014677061699330807,
SNAP-000522-1,SIH26017-PRJ-000522,Telangana,Karimnagar,Possession,0.9040443897247314,True
SNAP-000523-1,SIH26017-PRJ-000523,Chhattisgarh,Durg,Draft Declaration,0.002294277772307396,False
SNAP-000523-2,SIH26017-PRJ-000523,Chhattisgarh,Durg,Compensation Disbursement,0.0017675487324595451,False
SNAP-000524-1,SIH26017-PRJ-000524,Tamil Nadu,Chennai,Social Impact Assessment (SIA),0.18215487897396088,
SNAP-000524-2,SIH26017-PRJ-000524,Tamil Nadu,Chennai,Survey & Measurement,0.26383545994758606,
SNAP-000525-1,SIH26017-PRJ-000525,Tamil Nadu,Tiruchirappalli,Award Declaration (Sec 23),0.03178412839770317,False
SNAP-000526-1,SIH26017-PRJ-000526,Kerala,Thiruvananthapuram,Social Impact Assessment (SIA),0.01038292795419693,
SNAP-000527-1,SIH26017-PRJ-000527,West Bengal,Howrah,Award Declaration (Sec 23),0.5864346027374268,False
SNAP-000528-1,SIH26017-PRJ-000528,Gujarat,Vadodara,Social Impact Assessment (SIA),0.8911052346229553,True
SNAP-000529-1,SIH26017-PRJ-000529,Chhattisgarh,Durg,Final Declaration (Sec 19),0.020684251561760902,
SNAP-000530-1,SIH26017-PRJ-000530,Gujarat,Surat,Draft Declaration,0.07159818708896637,False
SNAP-000530-2,SIH26017-PRJ-000530,Gujarat,Surat,Award Declaration (Sec 23),0.04497946798801422,False
SNAP-000531-1,SIH26017-PRJ-000531,Chhattisgarh,Durg,Social Impact Assessment (SIA),0.08069507777690887,True
SNAP-000532-1,SIH26017-PRJ-000532,Chhattisgarh,Durg,Award Declaration (Sec 23),0.13993984460830688,False
SNAP-000533-1,SIH26017-PRJ-000533,Chhattisgarh,Bastar,Compensation Disbursement,0.25167521834373474,False
SNAP-000534-1,SIH26017-PRJ-000534,Rajasthan,Jodhpur,Social Impact Assessment (SIA),0.010857831686735153,
SNAP-000534-2,SIH26017-PRJ-000534,Rajasthan,Jodhpur,Survey & Measurement,0.02768135629594326,
SNAP-000535-1,SIH26017-PRJ-000535,Tamil Nadu,Chennai,Social Impact Assessment (SIA),0.012859787791967392,
SNAP-000536-1,SIH26017-PRJ-000536,West Bengal,Purba Bardhaman,Draft Declaration,0.3798989951610565,
SNAP-000536-2,SIH26017-PRJ-000536,West Bengal,Purba Bardhaman,Award Declaration (Sec 23),0.30697426199913025,
SNAP-000537-1,SIH26017-PRJ-000537,Chhattisgarh,Durg,Award Declaration (Sec 23),0.029637519270181656,False
SNAP-000538-1,SIH26017-PRJ-000538,Rajasthan,Jaipur,Final Declaration (Sec 19),0.8251925706863403,
SNAP-000539-1,SIH26017-PRJ-000539,Maharashtra,Pune,Compensation Disbursement,0.2752242684364319,False
SNAP-000540-1,SIH26017-PRJ-000540,Bihar,Patna,Survey & Measurement,0.008307517506182194,False
SNAP-000540-2,SIH26017-PRJ-000540,Bihar,Patna,Award Declaration (Sec 23),0.01656261831521988,False
SNAP-000541-1,SIH26017-PRJ-000541,Bihar,Gaya,Draft Declaration,0.6164695620536804,False
SNAP-000541-2,SIH26017-PRJ-000541,Bihar,Gaya,Compensation Disbursement,0.6318028569221497,False
SNAP-000542-1,SIH26017-PRJ-000542,Assam,Kamrup,Survey & Measurement,0.3382256031036377,
SNAP-000543-1,SIH26017-PRJ-000543,Maharashtra,Chhatrapati Sambhajinagar,Draft Declaration,0.7119935750961304,
SNAP-000543-2,SIH26017-PRJ-000543,Maharashtra,Chhatrapati Sambhajinagar,Award Declaration (Sec 23),0.8493121862411499,
SNAP-000544-1,SIH26017-PRJ-000544,Chhattisgarh,Durg,Final Declaration (Sec 19),0.004716737195849419,False
SNAP-000544-2,SIH26017-PRJ-000544,Chhattisgarh,Durg,Award Declaration (Sec 23),0.003974913619458675,False
SNAP-000544-3,SIH26017-PRJ-000544,Chhattisgarh,Durg,Compensation Disbursement,0.005459582433104515,False
SNAP-000545-1,SIH26017-PRJ-000545,Gujarat,Rajkot,Draft Declaration,0.5920536518096924,
SNAP-000545-2,SIH26017-PRJ-000545,Gujarat,Rajkot,Award Declaration (Sec 23),0.5222234725952148,
SNAP-000546-1,SIH26017-PRJ-000546,Bihar,Gaya,Social Impact Assessment (SIA),0.0410054475069046,
SNAP-000547-1,SIH26017-PRJ-000547,Gujarat,Surat,Social Impact Assessment (SIA),0.024935465306043625,
SNAP-000547-2,SIH26017-PRJ-000547,Gujarat,Surat,Social Impact Assessment (SIA),0.015541786327958107,
SNAP-000548-1,SIH26017-PRJ-000548,Telangana,Warangal,Final Declaration (Sec 19),0.001602024887688458,False
SNAP-000548-2,SIH26017-PRJ-000548,Telangana,Warangal,Compensation Disbursement,0.002028318354859948,False
SNAP-000549-1,SIH26017-PRJ-000549,Uttar Pradesh,Varanasi,Draft Declaration,0.7047010064125061,
SNAP-000549-2,SIH26017-PRJ-000549,Uttar Pradesh,Varanasi,Award Declaration (Sec 23),0.6768510341644287,
SNAP-000549-3,SIH26017-PRJ-000549,Uttar Pradesh,Varanasi,Compensation Disbursement,0.687827467918396,
SNAP-000550-1,SIH26017-PRJ-000550,Assam,Dibrugarh,Social Impact Assessment (SIA),0.2388780564069748,
SNAP-000551-1,SIH26017-PRJ-000551,Madhya Pradesh,Bhopal,Survey & Measurement,0.15782520174980164,
SNAP-000551-2,SIH26017-PRJ-000551,Madhya Pradesh,Bhopal,Draft Declaration,0.31728702783584595,
SNAP-000551-3,SIH26017-PRJ-000551,Madhya Pradesh,Bhopal,Award Declaration (Sec 23),0.49854347109794617,
SNAP-000552-1,SIH26017-PRJ-000552,Madhya Pradesh,Chhindwara,Compensation Disbursement,0.03981281816959381,False
SNAP-000553-1,SIH26017-PRJ-000553,Gujarat,Ahmedabad,Social Impact Assessment (SIA),0.007389263715595007,False
SNAP-000553-2,SIH26017-PRJ-000553,Gujarat,Ahmedabad,Award Declaration (Sec 23),0.013878733851015568,False
SNAP-000554-1,SIH26017-PRJ-000554,Maharashtra,Chhatrapati Sambhajinagar,Compensation Disbursement,0.2389385849237442,
SNAP-000555-1,SIH26017-PRJ-000555,Uttar Pradesh,Gautam Buddh Nagar,Final Declaration (Sec 19),0.5375875234603882,
SNAP-000556-1,SIH26017-PRJ-000556,Karnataka,Mysuru,Survey & Measurement,0.1711786389350891,
SNAP-000556-2,SIH26017-PRJ-000556,Karnataka,Mysuru,Award Declaration (Sec 23),0.20438556373119354,
SNAP-000556-3,SIH26017-PRJ-000556,Karnataka,Mysuru,Possession,0.13234031200408936,
SNAP-000557-1,SIH26017-PRJ-000557,Karnataka,Ballari,Preliminary Notification (Sec 11),0.10808157920837402,
SNAP-000557-2,SIH26017-PRJ-000557,Karnataka,Ballari,Preliminary Notification (Sec 11),0.11014609783887863,
SNAP-000558-1,SIH26017-PRJ-000558,Madhya Pradesh,Chhindwara,Compensation Disbursement,0.16725343465805054,False
SNAP-000559-1,SIH26017-PRJ-000559,Telangana,Warangal,Social Impact Assessment (SIA),0.5941266417503357,
SNAP-000559-2,SIH26017-PRJ-000559,Telangana,Warangal,Survey & Measurement,0.7110246419906616,
SNAP-000559-3,SIH26017-PRJ-000559,Telangana,Warangal,Draft Declaration,0.4857025742530823,
SNAP-000560-1,SIH26017-PRJ-000560,Rajasthan,Jaipur,Award Declaration (Sec 23),0.9355098009109497,True
SNAP-000561-1,SIH26017-PRJ-000561,Karnataka,Ballari,Survey & Measurement,0.014067052863538265,
SNAP-000562-1,SIH26017-PRJ-000562,Assam,Kamrup,Preliminary Notification (Sec 11),0.025022588670253754,
SNAP-000563-1,SIH26017-PRJ-000563,Maharashtra,Chhatrapati Sambhajinagar,Preliminary Notification (Sec 11),0.044648803770542145,
SNAP-000564-1,SIH26017-PRJ-000564,Maharashtra,Nagpur,Social Impact Assessment (SIA),0.01382953580468893,
SNAP-000565-1,SIH26017-PRJ-000565,Maharashtra,Chhatrapati Sambhajinagar,Survey & Measurement,0.06664911657571793,False
SNAP-000565-2,SIH26017-PRJ-000565,Maharashtra,Chhatrapati Sambhajinagar,Award Declaration (Sec 23),0.04843059927225113,False
SNAP-000566-1,SIH26017-PRJ-000566,Kerala,Thiruvananthapuram,Draft Declaration,0.9865192770957947,True
SNAP-000566-2,SIH26017-PRJ-000566,Kerala,Thiruvananthapuram,Award Declaration (Sec 23),0.982699990272522,True
SNAP-000566-3,SIH26017-PRJ-000566,Kerala,Thiruvananthapuram,Compensation Disbursement,0.9598873257637024,True
SNAP-000567-1,SIH26017-PRJ-000567,Gujarat,Ahmedabad,Survey & Measurement,0.9077466130256653,True
SNAP-000568-1,SIH26017-PRJ-000568,West Bengal,Kolkata,Final Declaration (Sec 19),0.06301769614219666,
SNAP-000569-1,SIH26017-PRJ-000569,Odisha,Sundargarh,Survey & Measurement,0.5703264474868774,
SNAP-000570-1,SIH26017-PRJ-000570,Telangana,Warangal,Social Impact Assessment (SIA),0.03213797137141228,
SNAP-000570-2,SIH26017-PRJ-000570,Telangana,Warangal,Survey & Measurement,0.03159259259700775,
SNAP-000571-1,SIH26017-PRJ-000571,Assam,Dibrugarh,Compensation Disbursement,0.5707405209541321,False
SNAP-000572-1,SIH26017-PRJ-000572,Telangana,Warangal,Draft Declaration,0.0036705813836306334,
SNAP-000573-1,SIH26017-PRJ-000573,Madhya Pradesh,Jabalpur,Draft Declaration,0.009105360135436058,False
SNAP-000573-2,SIH26017-PRJ-000573,Madhya Pradesh,Jabalpur,Compensation Disbursement,0.004966668784618378,False
SNAP-000574-1,SIH26017-PRJ-000574,West Bengal,Purba Bardhaman,Survey & Measurement,0.003251259680837393,False
SNAP-000574-2,SIH26017-PRJ-000574,West Bengal,Purba Bardhaman,Compensation Disbursement,0.005677574779838324,False
SNAP-000575-1,SIH26017-PRJ-000575,Uttar Pradesh,Varanasi,Social Impact Assessment (SIA),0.0016855939757078886,
SNAP-000576-1,SIH26017-PRJ-000576,Bihar,Patna,Compensation Disbursement,0.003367247525602579,False
SNAP-000577-1,SIH26017-PRJ-000577,Kerala,Thiruvananthapuram,Draft Declaration,0.9788989424705505,True
SNAP-000577-2,SIH26017-PRJ-000577,Kerala,Thiruvananthapuram,Compensation Disbursement,0.9612101912498474,True
SNAP-000578-1,SIH26017-PRJ-000578,Odisha,Khordha,Draft Declaration,0.0144343888387084,False
SNAP-000578-2,SIH26017-PRJ-000578,Odisha,Khordha,Award Declaration (Sec 23),0.041640929877758026,False
SNAP-000579-1,SIH26017-PRJ-000579,Chhattisgarh,Durg,Social Impact Assessment (SIA),0.3103316128253937,False
SNAP-000580-1,SIH26017-PRJ-000580,Kerala,Ernakulam,Social Impact Assessment (SIA),0.013504048809409142,
SNAP-000581-1,SIH26017-PRJ-000581,Madhya Pradesh,Chhindwara,Award Declaration (Sec 23),0.05701781436800957,False
SNAP-000582-1,SIH26017-PRJ-000582,Karnataka,Bengaluru Rural,Award Declaration (Sec 23),0.6033328771591187,
SNAP-000583-1,SIH26017-PRJ-000583,Odisha,Cuttack,Final Declaration (Sec 19),0.019604220986366272,False
SNAP-000583-2,SIH26017-PRJ-000583,Odisha,Cuttack,Compensation Disbursement,0.05043408274650574,False
SNAP-000584-1,SIH26017-PRJ-000584,Telangana,Warangal,Compensation Disbursement,0.003906398545950651,False
SNAP-000585-1,SIH26017-PRJ-000585,Chhattisgarh,Bastar,Compensation Disbursement,0.628677248954773,
SNAP-000586-1,SIH26017-PRJ-000586,Rajasthan,Jaipur,Social Impact Assessment (SIA),0.1397818922996521,
SNAP-000586-2,SIH26017-PRJ-000586,Rajasthan,Jaipur,Final Declaration (Sec 19),0.25581660866737366,
SNAP-000587-1,SIH26017-PRJ-000587,Bihar,Muzaffarpur,Award Declaration (Sec 23),0.002640754682943225,False
SNAP-000588-1,SIH26017-PRJ-000588,Karnataka,Belagavi,Draft Declaration,0.000996915390715003,
SNAP-000589-1,SIH26017-PRJ-000589,Madhya Pradesh,Jabalpur,Preliminary Notification (Sec 11),0.022544952109456062,
SNAP-000590-1,SIH26017-PRJ-000590,Gujarat,Vadodara,Final Declaration (Sec 19),0.3545687198638916,
SNAP-000590-2,SIH26017-PRJ-000590,Gujarat,Vadodara,Award Declaration (Sec 23),0.2937588095664978,
SNAP-000591-1,SIH26017-PRJ-000591,Tamil Nadu,Tiruchirappalli,Social Impact Assessment (SIA),0.01726689748466015,
SNAP-000592-1,SIH26017-PRJ-000592,Bihar,Muzaffarpur,Survey & Measurement,0.05801790952682495,
SNAP-000592-2,SIH26017-PRJ-000592,Bihar,Muzaffarpur,Final Declaration (Sec 19),0.0743093341588974,
SNAP-000593-1,SIH26017-PRJ-000593,Madhya Pradesh,Indore,Survey & Measurement,0.00502751674503088,False
SNAP-000594-1,SIH26017-PRJ-000594,Karnataka,Belagavi,Final Declaration (Sec 19),0.9657992720603943,True
SNAP-000594-2,SIH26017-PRJ-000594,Karnataka,Belagavi,Compensation Disbursement,0.9628667831420898,True
