snapshot_id,project_id,snapshot_date,state,district,project_type,implementing_agency,project_geometry_type,applicable_land_acquisition_act,total_land_required_hectares,number_of_villages_affected,estimated_project_cost_inr_crore,land_type_required,tribal_area_flag,project_sanction_date,planned_land_acquisition_completion_date,planned_land_acquisition_duration_days,days_since_sanction_at_snapshot,current_stage_number,current_stage_name,percent_stages_completed_as_of_snapshot,cumulative_stage_delay_days_as_of_snapshot,approvals_required_count,approvals_approved_count_as_of_snapshot,approvals_pending_count_as_of_snapshot,critical_approval_pending_flag_as_of_snapshot,percent_compensation_disbursed_as_of_snapshot,compensation_dispute_flag_as_of_snapshot,active_legal_cases_count_as_of_snapshot,stay_order_active_flag_as_of_snapshot,high_court_or_above_case_flag_as_of_snapshot,percent_land_clear_title,percent_land_disputed_ownership,consent_percent_obtained,land_record_digitization_status,number_of_displaced_families,percent_families_resettled_as_of_snapshot,rr_plan_approved_flag_as_of_snapshot,rr_grievance_backlog_as_of_snapshot,public_hearing_objections_count,political_sensitivity_index,local_body_resolution_status,officer_turnover_count_as_of_snapshot,funds_availability_status_as_of_snapshot,budget_utilization_percent_as_of_snapshot,e_governance_system_used_flag,state_historical_avg_delay_days,agency_historical_completion_rate,project_type_historical_delay_rate,next_stage_at_snapshot,next_stage_name_at_snapshot,heuristic_risk_score,risk_tier,project_latitude,project_longitude,recommended_split,target_is_delayed_beyond_6mo,target_land_acquisition_delay_category_final,target_land_acquisition_delay_days_final,target_known_flag,target_next_stage_delay_flag,target_next_stage_delay_days,target_next_stage_known_flag
SNAP-000516-1,SIH26017-PRJ-000516,2022-04-14,Jharkhand,Dhanbad,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2625.36,60,14215.32,Mixed,False,2020-10-30,2029-09-10,3237,531,3,Survey & Measurement,22.2,296,4,4,0,False,0.0,False,0,False,False,56.9,44.6,47.5,Not Digitized,1230,0.0,True,34,44,Medium,Opposing,3,Insufficient,17.3,False,69.5,0.0,100.0,3,Survey & Measurement,55.8,High,23.91514,86.29115,train,,,,False,True,72.0,True
SNAP-000517-1,SIH26017-PRJ-000517,2022-04-07,Madhya Pradesh,Jabalpur,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",145.61,4,1908.79,Agricultural,False,2021-05-02,2022-12-24,601,340,6,Award Declaration (Sec 23),55.6,-83,4,3,1,True,30.6,False,1,True,False,81.4,15.7,,Fully Digitized,10,9.5,True,0,9,Low,Supportive,1,Adequate,56.9,True,-3.3,77.3,50.0,6,Award Declaration (Sec 23),23.7,Low,22.95865,80.01043,train,False,On-Time,-6.0,True,False,12.0,True
SNAP-000518-1,SIH26017-PRJ-000518,2025-03-20,Maharashtra,Chhatrapati Sambhajinagar,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",868.53,22,5916.87,Agricultural,False,2024-03-03,2032-02-07,2897,382,3,Survey & Measurement,22.2,125,5,4,1,True,0.0,False,0,False,False,58.1,36.2,,Partially Digitized,288,0.0,True,10,23,Medium,Neutral,1,Insufficient,21.2,True,38.9,50.0,80.0,3,Survey & Measurement,36.5,Medium,19.84323,75.4078,train,,,,False,True,152.0,True
SNAP-000518-2,SIH26017-PRJ-000518,2025-09-30,Maharashtra,Chhatrapati Sambhajinagar,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",868.53,22,5916.87,Agricultural,False,2024-03-03,2032-02-07,2897,576,3,Survey & Measurement,33.3,277,5,5,0,False,0.0,False,0,False,False,57.1,35.0,,Partially Digitized,288,0.0,True,12,23,Medium,Neutral,2,Insufficient,22.2,True,42.8,43.5,82.6,4,Draft Declaration,57.2,High,19.84323,75.4078,train,,,,False,True,225.0,True
SNAP-000519-1,SIH26017-PRJ-000519,2019-10-14,Chhattisgarh,Raipur,National Highway,NHAI,Linear,"National Highways Act, 1956",294.79,10,1827.35,Forest,False,2018-12-22,2021-05-03,863,296,3,Survey & Measurement,22.2,67,6,3,3,True,0.0,False,0,False,False,70.4,28.5,,Partially Digitized,23,0.0,True,0,12,Low,Opposing,1,Adequate,19.3,True,14.5,60.0,60.0,3,Survey & Measurement,27.5,Low,21.10906,81.73559,train,,,,True,True,109.0,True
SNAP-000519-2,SIH26017-PRJ-000519,2020-06-24,Chhattisgarh,Raipur,National Highway,NHAI,Linear,"National Highways Act, 1956",294.79,10,1827.35,Forest,False,2018-12-22,2021-05-03,863,550,4,Draft Declaration,33.3,176,6,6,0,False,0.0,False,0,False,False,67.7,28.0,,Partially Digitized,23,0.0,True,1,12,Low,Opposing,5,Delayed,34.4,True,33.3,66.7,58.3,4,Draft Declaration,29.3,Low,21.10906,81.73559,train,,,,True,True,76.0,True
SNAP-000519-3,SIH26017-PRJ-000519,2021-04-16,Chhattisgarh,Raipur,National Highway,NHAI,Linear,"National Highways Act, 1956",294.79,10,1827.35,Forest,False,2018-12-22,2021-05-03,863,846,5,Final Declaration (Sec 19),55.6,404,6,6,0,False,8.0,False,0,False,False,70.1,27.2,,Partially Digitized,23,1.0,True,1,12,Low,Opposing,1,Delayed,46.9,True,42.6,65.0,60.0,6,Award Declaration (Sec 23),26.4,Low,21.10906,81.73559,train,,,,True,True,,True
SNAP-000520-1,SIH26017-PRJ-000520,2018-01-25,Jharkhand,Paschimi Singhbhum,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",127.54,7,57.24,Homestead-Residential,False,2015-01-01,2017-07-15,926,1120,6,Award Declaration (Sec 23),66.7,435,3,3,0,False,30.4,False,0,False,False,64.7,38.0,,Fully Digitized,72,21.8,True,6,20,Low,Opposing,6,Insufficient,62.9,True,,33.3,100.0,7,Compensation Disbursement,43.1,Medium,22.4201,85.34917,train,,,,True,True,,True
SNAP-000521-1,SIH26017-PRJ-000521,2024-05-20,Uttar Pradesh,Lucknow,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",103.88,9,985.95,Agricultural,True,2024-01-14,2024-04-16,93,127,1,Preliminary Notification (Sec 11),11.1,-11,4,3,1,True,0.0,False,0,False,False,73.3,20.5,,Not Digitized,15,0.0,False,0,0,Low,Neutral,1,Delayed,5.6,False,38.6,68.4,57.9,2,Social Impact Assessment (SIA),14.2,Low,27.00568,80.89559,train,,,,True,True,,True
SNAP-000522-1,SIH26017-PRJ-000522,2021-03-16,Telangana,Karimnagar,National Highway,NHAI,Linear,"National Highways Act, 1956",133.03,6,5395.17,Agricultural,False,2017-07-16,2021-06-30,1445,1339,8,Possession,77.8,482,5,5,0,False,80.1,False,0,False,False,93.1,12.8,,Fully Digitized,9,73.2,True,1,10,Low,Supportive,2,Delayed,89.4,True,18.6,61.1,61.1,8,Possession,32.0,Medium,18.20738,79.31389,train,True,Major Delay (6-18mo),186.0,True,True,212.0,True
SNAP-000523-1,SIH26017-PRJ-000523,2023-10-28,Chhattisgarh,Durg,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",158.66,7,122.47,Government-Wasteland,True,2022-09-19,2025-08-31,1077,404,4,Draft Declaration,33.3,164,4,4,0,False,0.0,False,1,False,False,70.6,34.5,,Fully Digitized,10,0.0,True,1,17,Medium,Neutral,0,Insufficient,22.7,True,57.5,78.1,56.2,4,Draft Declaration,41.2,Medium,21.19424,80.99126,train,False,Minor Delay (<=6mo),144.0,True,False,9.0,True
SNAP-000523-2,SIH26017-PRJ-000523,2024-11-27,Chhattisgarh,Durg,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",158.66,7,122.47,Government-Wasteland,True,2022-09-19,2025-08-31,1077,800,7,Compensation Disbursement,66.7,207,4,4,0,False,45.5,False,1,False,False,71.6,33.0,,Fully Digitized,10,32.7,True,1,17,Medium,Neutral,8,Delayed,56.7,True,60.5,82.1,56.4,7,Compensation Disbursement,37.3,Medium,21.19424,80.99126,train,False,Minor Delay (<=6mo),144.0,True,False,25.0,True
SNAP-000524-1,SIH26017-PRJ-000524,2024-08-08,Tamil Nadu,Chennai,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1152.07,35,15829.94,Agricultural,False,2023-09-23,2030-01-12,2303,320,2,Social Impact Assessment (SIA),11.1,16,5,5,0,False,0.0,False,0,False,False,56.5,51.4,,Not Digitized,101,0.0,False,2,22,Low,Opposing,3,Delayed,13.9,False,36.3,31.2,87.5,2,Social Impact Assessment (SIA),22.4,Low,13.25372,80.38253,train,,,,False,True,243.0,True
SNAP-000524-2,SIH26017-PRJ-000524,2025-08-26,Tamil Nadu,Chennai,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1152.07,35,15829.94,Agricultural,False,2023-09-23,2030-01-12,2303,703,3,Survey & Measurement,22.2,259,5,5,0,False,0.0,False,0,False,False,55.4,46.9,,Not Digitized,101,0.0,True,3,22,Low,Opposing,2,Delayed,24.7,False,50.1,27.8,88.9,3,Survey & Measurement,36.9,Medium,13.25372,80.38253,train,,,,False,True,413.0,True
SNAP-000525-1,SIH26017-PRJ-000525,2023-09-01,Tamil Nadu,Tiruchirappalli,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",22.64,4,12521.52,Mixed,False,2021-08-29,2026-07-29,1795,733,6,Award Declaration (Sec 23),55.6,197,4,4,0,False,23.7,False,0,False,False,72.6,30.2,,Partially Digitized,10,20.4,True,1,14,Low,Neutral,3,Delayed,59.8,False,41.4,66.7,77.8,6,Award Declaration (Sec 23),30.7,Medium,10.9087,78.87744,train,False,On-Time,3.0,True,True,308.0,True
SNAP-000526-1,SIH26017-PRJ-000526,2017-11-16,Kerala,Thiruvananthapuram,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",48.38,3,1227.28,Homestead-Residential,False,2017-01-01,2017-10-15,287,319,2,Social Impact Assessment (SIA),22.2,51,4,3,1,True,0.0,False,0,False,False,81.0,17.8,,Fully Digitized,23,0.0,True,0,13,Low,Supportive,2,Delayed,11.9,True,,100.0,0.0,3,Survey & Measurement,14.2,Low,8.35099,76.75672,train,,,,True,True,,True
SNAP-000527-1,SIH26017-PRJ-000527,2021-09-17,West Bengal,Howrah,National Highway,NHAI,Linear,"National Highways Act, 1956",398.25,20,1435.49,Government-Wasteland,False,2019-03-29,2024-05-25,1884,903,6,Award Declaration (Sec 23),55.6,463,5,4,0,False,22.4,False,0,False,False,48.7,48.5,,Partially Digitized,41,11.9,True,3,18,Low,Opposing,5,Delayed,62.7,False,45.8,66.7,61.9,6,Award Declaration (Sec 23),36.3,Medium,22.51562,88.38503,validation,False,Minor Delay (<=6mo),128.0,True,True,196.0,True
SNAP-000528-1,SIH26017-PRJ-000528,2016-05-13,Gujarat,Vadodara,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",4898.23,126,10572.75,Agricultural,False,2015-12-29,2022-10-01,2468,136,2,Social Impact Assessment (SIA),11.1,5,4,2,1,True,0.0,False,0,False,False,65.6,45.6,62.3,Fully Digitized,402,0.0,False,5,73,Medium,Opposing,1,Insufficient,8.5,True,,,,2,Social Impact Assessment (SIA),33.8,Medium,22.37492,73.42951,test,True,Major Delay (6-18mo),234.0,True,True,190.0,True
SNAP-000529-1,SIH26017-PRJ-000529,2026-02-11,Chhattisgarh,Durg,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",76.03,6,703.02,Government-Wasteland,False,2024-06-20,2028-12-16,1640,601,5,Final Declaration (Sec 19),44.4,254,4,4,0,False,0.0,False,0,False,False,66.7,25.8,,Partially Digitized,5,0.0,True,1,12,Low,Opposing,5,Delayed,24.0,True,93.5,80.4,58.7,5,Final Declaration (Sec 19),36.6,Medium,21.09784,81.28907,train,,,,False,True,103.0,True
SNAP-000530-1,SIH26017-PRJ-000530,2019-07-19,Gujarat,Surat,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",100.48,3,1506.34,Government-Wasteland,False,2018-03-27,2021-11-12,1326,479,4,Draft Declaration,44.4,159,5,3,1,True,0.0,False,0,False,False,60.1,30.3,,Partially Digitized,7,0.0,True,1,18,Low,Neutral,3,Insufficient,30.3,False,,50.0,50.0,5,Final Declaration (Sec 19),34.9,Medium,21.19003,72.8556,test,False,Minor Delay (<=6mo),72.0,True,True,64.0,True
SNAP-000530-2,SIH26017-PRJ-000530,2020-09-25,Gujarat,Surat,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",100.48,3,1506.34,Government-Wasteland,False,2018-03-27,2021-11-12,1326,913,6,Award Declaration (Sec 23),55.6,223,5,4,0,False,24.7,False,2,True,False,60.6,30.3,,Partially Digitized,7,19.7,True,1,18,Low,Neutral,5,Insufficient,50.6,False,68.0,60.0,40.0,6,Award Declaration (Sec 23),67.0,High,21.19003,72.8556,test,False,Minor Delay (<=6mo),72.0,True,True,168.0,True
SNAP-000531-1,SIH26017-PRJ-000531,2021-02-15,Chhattisgarh,Durg,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1477.31,39,3231.71,Homestead-Residential,False,2020-08-03,2025-08-17,1840,196,2,Social Impact Assessment (SIA),11.1,29,4,3,1,True,0.0,False,0,False,False,61.7,37.0,70.2,Fully Digitized,754,0.0,False,14,29,Medium,Neutral,3,Insufficient,12.3,True,42.6,25.0,100.0,2,Social Impact Assessment (SIA),33.0,Medium,21.19151,81.23343,test,True,Major Delay (6-18mo),222.0,True,True,57.0,True
SNAP-000532-1,SIH26017-PRJ-000532,2019-04-03,Chhattisgarh,Durg,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1157.71,41,4899.98,Agricultural,False,2015-10-25,2022-03-24,2342,1256,6,Award Declaration (Sec 23),55.6,794,4,4,0,False,25.9,False,0,False,False,66.5,30.2,59.3,Fully Digitized,97,18.9,True,7,25,Medium,Neutral,5,Delayed,63.5,True,14.5,25.0,75.0,6,Award Declaration (Sec 23),47.0,Medium,21.2864,81.1891,train,False,Minor Delay (<=6mo),133.0,True,True,202.0,True
SNAP-000533-1,SIH26017-PRJ-000533,2023-10-03,Chhattisgarh,Bastar,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",435.96,15,9909.97,Mixed,False,2019-03-22,2024-09-24,2013,1656,7,Compensation Disbursement,66.7,256,4,4,0,False,39.4,False,0,False,False,61.1,36.9,64.6,Fully Digitized,237,44.3,True,20,11,Low,Neutral,5,Delayed,79.5,True,57.5,41.7,91.7,7,Compensation Disbursement,40.7,Medium,19.31972,81.94932,train,False,Minor Delay (<=6mo),175.0,True,True,749.0,True
SNAP-000534-1,SIH26017-PRJ-000534,2025-05-12,Rajasthan,Jodhpur,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",46.57,6,5152.68,Homestead-Residential,False,2024-07-14,2029-01-31,1662,302,2,Social Impact Assessment (SIA),11.1,88,4,4,0,False,0.0,False,0,False,False,67.2,34.9,,Partially Digitized,21,0.0,False,1,8,Low,Neutral,4,Insufficient,19.4,True,105.9,58.3,83.3,2,Social Impact Assessment (SIA),28.9,Low,26.18775,72.95614,train,,,,False,True,123.0,True
SNAP-000534-2,SIH26017-PRJ-000534,2025-12-02,Rajasthan,Jodhpur,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",46.57,6,5152.68,Homestead-Residential,False,2024-07-14,2029-01-31,1662,506,3,Survey & Measurement,22.2,211,4,4,0,False,0.0,False,0,False,False,61.9,34.3,,Partially Digitized,21,0.0,True,1,8,Low,Neutral,2,Delayed,30.2,True,122.9,50.0,85.7,3,Survey & Measurement,38.5,Medium,26.18775,72.95614,train,,,,False,True,73.0,True
SNAP-000535-1,SIH26017-PRJ-000535,2023-11-17,Tamil Nadu,Chennai,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",22.96,4,141.21,Government-Wasteland,False,2023-09-09,2024-11-12,430,69,2,Social Impact Assessment (SIA),11.1,2,3,1,1,True,0.0,False,0,False,False,48.9,42.8,,Partially Digitized,2,0.0,False,0,0,Medium,Opposing,0,Insufficient,5.0,True,41.4,73.7,47.4,2,Social Impact Assessment (SIA),26.8,Low,12.99539,80.25432,train,,,,True,True,61.0,True
SNAP-000536-1,SIH26017-PRJ-000536,2023-06-11,West Bengal,Purba Bardhaman,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1304.73,27,2722.68,Forest,False,2021-08-16,2026-09-13,1854,664,4,Draft Declaration,33.3,356,5,5,0,False,0.0,False,0,False,False,58.4,47.3,,Partially Digitized,99,0.0,True,4,15,Medium,Opposing,4,Delayed,26.8,False,45.9,42.9,71.4,4,Draft Declaration,44.1,Medium,23.11426,87.83776,train,,,,False,True,117.0,True
SNAP-000536-2,SIH26017-PRJ-000536,2024-12-08,West Bengal,Purba Bardhaman,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1304.73,27,2722.68,Forest,False,2021-08-16,2026-09-13,1854,1210,6,Award Declaration (Sec 23),55.6,554,5,5,0,False,27.5,False,1,False,True,56.0,46.9,,Partially Digitized,99,18.1,True,8,15,Medium,Opposing,3,Delayed,50.8,False,58.8,50.0,72.2,6,Award Declaration (Sec 23),47.9,Medium,23.11426,87.83776,train,,,,False,True,169.0,True
SNAP-000537-1,SIH26017-PRJ-000537,2022-04-09,Chhattisgarh,Durg,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",516.31,10,1812.09,Forest,False,2020-03-17,2023-11-18,1341,753,6,Award Declaration (Sec 23),55.6,282,5,4,0,False,16.8,False,0,False,False,75.6,24.4,,Partially Digitized,39,11.6,True,3,10,Low,Neutral,3,Adequate,42.6,False,55.3,33.3,88.9,6,Award Declaration (Sec 23),23.0,Low,21.20486,81.0623,train,False,Minor Delay (<=6mo),100.0,True,True,56.0,True
SNAP-000538-1,SIH26017-PRJ-000538,2026-07-05,Rajasthan,Jaipur,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2538.62,73,5132.11,Forest,False,2022-12-23,2034-05-06,4152,1290,5,Final Declaration (Sec 19),44.4,686,5,5,0,False,4.9,False,0,False,False,65.8,36.8,76.8,Fully Digitized,874,0.6,True,76,55,Low,Opposing,0,Insufficient,47.0,True,122.9,38.1,85.7,5,Final Declaration (Sec 19),38.3,Medium,27.01119,75.92448,train,,,,False,,,False
SNAP-000539-1,SIH26017-PRJ-000539,2023-12-17,Maharashtra,Pune,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",567.35,14,5239.38,Forest,False,2017-12-06,2025-06-06,2739,2202,7,Compensation Disbursement,66.7,1341,6,6,0,False,49.4,False,1,False,False,60.0,37.1,,Not Digitized,57,48.9,True,7,16,Medium,Opposing,10,Delayed,67.9,False,38.0,46.2,76.9,7,Compensation Disbursement,49.7,Medium,18.65661,73.83008,test,False,Minor Delay (<=6mo),74.0,True,True,488.0,True
SNAP-000540-1,SIH26017-PRJ-000540,2018-05-28,Bihar,Patna,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",15.15,4,183.06,Homestead-Residential,True,2017-04-27,2020-04-07,1076,396,3,Survey & Measurement,22.2,169,3,3,0,False,0.0,False,0,False,False,74.9,11.1,,Partially Digitized,12,0.0,True,0,6,Medium,Neutral,1,Delayed,23.6,False,23.3,60.0,40.0,3,Survey & Measurement,25.5,Low,25.61712,85.11553,train,False,On-Time,-5.0,True,True,56.0,True
SNAP-000540-2,SIH26017-PRJ-000540,2019-05-25,Bihar,Patna,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",15.15,4,183.06,Homestead-Residential,True,2017-04-27,2020-04-07,1076,758,6,Award Declaration (Sec 23),55.6,322,3,3,0,False,23.7,False,0,False,False,77.8,13.0,,Partially Digitized,12,13.3,True,0,6,Medium,Neutral,3,Delayed,59.3,False,21.5,58.3,41.7,6,Award Declaration (Sec 23),27.2,Low,25.61712,85.11553,train,False,On-Time,-5.0,True,False,-29.0,True
SNAP-000541-1,SIH26017-PRJ-000541,2020-03-11,Bihar,Gaya,National Highway,NHAI,Linear,"National Highways Act, 1956",158.03,3,5452.61,Forest,False,2018-07-18,2024-04-28,2111,602,4,Draft Declaration,44.4,306,7,7,0,False,0.0,False,0,False,False,56.1,43.3,,Partially Digitized,16,0.0,True,1,10,Low,Neutral,0,Insufficient,42.5,False,30.2,63.6,54.5,5,Final Declaration (Sec 19),40.9,Medium,24.64986,85.14746,test,False,Minor Delay (<=6mo),67.0,True,True,206.0,True
SNAP-000541-2,SIH26017-PRJ-000541,2022-04-12,Bihar,Gaya,National Highway,NHAI,Linear,"National Highways Act, 1956",158.03,3,5452.61,Forest,False,2018-07-18,2024-04-28,2111,1364,7,Compensation Disbursement,66.7,771,7,7,0,False,30.6,False,0,False,False,57.0,45.5,,Partially Digitized,16,41.8,True,2,10,Low,Neutral,6,Delayed,74.9,False,44.8,60.7,60.7,7,Compensation Disbursement,38.9,Medium,24.64986,85.14746,test,False,Minor Delay (<=6mo),67.0,True,True,420.0,True
SNAP-000542-1,SIH26017-PRJ-000542,2019-04-06,Assam,Kamrup,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1187.99,32,19566.66,Government-Wasteland,False,2017-12-22,2020-11-14,1058,470,3,Survey & Measurement,22.2,194,5,5,0,False,0.0,False,0,False,False,56.4,36.4,,Fully Digitized,105,0.0,True,4,29,Medium,Opposing,3,Insufficient,22.7,True,,0.0,100.0,3,Survey & Measurement,40.3,Medium,26.13935,91.55453,train,,,,True,True,174.0,True
SNAP-000543-1,SIH26017-PRJ-000543,2022-08-14,Maharashtra,Chhatrapati Sambhajinagar,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",85.94,6,9448.5,Homestead-Residential,False,2020-11-07,2029-11-11,3291,645,4,Draft Declaration,33.3,310,4,4,0,False,0.0,False,0,False,False,77.5,22.6,,Fully Digitized,35,0.0,True,2,15,Medium,Opposing,3,Insufficient,27.0,True,21.8,71.4,71.4,4,Draft Declaration,40.8,Medium,20.04986,75.4643,train,,,,False,True,136.0,True
SNAP-000543-2,SIH26017-PRJ-000543,2024-11-11,Maharashtra,Chhatrapati Sambhajinagar,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",85.94,6,9448.5,Homestead-Residential,False,2020-11-07,2029-11-11,3291,1465,6,Award Declaration (Sec 23),55.6,702,4,4,0,False,27.8,False,1,True,True,78.6,23.3,,Fully Digitized,35,18.6,True,3,15,Medium,Opposing,8,Delayed,45.7,True,38.9,58.3,83.3,6,Award Declaration (Sec 23),61.1,High,20.04986,75.4643,train,,,,False,True,445.0,True
SNAP-000544-1,SIH26017-PRJ-000544,2022-04-29,Chhattisgarh,Durg,National Highway,NHAI,Linear,"National Highways Act, 1956",261.98,9,5059.86,Homestead-Residential,False,2021-05-29,2025-01-08,1320,335,5,Final Declaration (Sec 19),44.4,17,5,5,0,False,0.0,False,0,False,False,76.2,26.9,,Partially Digitized,142,0.0,True,5,16,Low,Neutral,1,Adequate,39.4,False,55.3,60.7,60.7,5,Final Declaration (Sec 19),13.0,Low,21.22739,81.24527,train,False,On-Time,27.0,True,True,215.0,True
SNAP-000544-2,SIH26017-PRJ-000544,2023-03-25,Chhattisgarh,Durg,National Highway,NHAI,Linear,"National Highways Act, 1956",261.98,9,5059.86,Homestead-Residential,False,2021-05-29,2025-01-08,1320,665,6,Award Declaration (Sec 23),55.6,232,5,5,0,False,23.2,False,1,False,True,74.8,27.7,,Partially Digitized,142,14.9,True,7,16,Low,Neutral,2,Delayed,58.5,False,60.2,69.4,61.1,6,Award Declaration (Sec 23),40.0,Medium,21.22739,81.24527,train,False,On-Time,27.0,True,True,167.0,True
SNAP-000544-3,SIH26017-PRJ-000544,2024-05-02,Chhattisgarh,Durg,National Highway,NHAI,Linear,"National Highways Act, 1956",261.98,9,5059.86,Homestead-Residential,False,2021-05-29,2025-01-08,1320,1069,7,Compensation Disbursement,66.7,399,5,5,0,False,67.3,False,1,False,True,76.0,26.5,,Partially Digitized,142,42.5,True,9,16,Low,Neutral,6,Delayed,73.7,False,60.5,64.6,66.7,7,Compensation Disbursement,47.4,Medium,21.22739,81.24527,train,False,On-Time,27.0,True,True,114.0,True
SNAP-000545-1,SIH26017-PRJ-000545,2017-03-23,Gujarat,Rajkot,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",2218.93,57,12155.82,Forest,False,2015-06-30,2020-07-01,1828,632,4,Draft Declaration,33.3,338,5,5,0,False,0.0,False,0,False,False,71.6,33.0,66.5,Partially Digitized,169,0.0,True,7,42,Medium,Opposing,1,Insufficient,25.9,True,,,,4,Draft Declaration,41.5,Medium,22.20765,70.87442,validation,,,,True,True,76.0,True
SNAP-000545-2,SIH26017-PRJ-000545,2019-01-01,Gujarat,Rajkot,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",2218.93,57,12155.82,Forest,False,2015-06-30,2020-07-01,1828,1281,6,Award Declaration (Sec 23),55.6,551,5,5,0,False,20.4,False,0,False,False,68.0,34.3,66.5,Partially Digitized,169,19.1,True,17,42,Medium,Opposing,5,Insufficient,54.3,True,,,,6,Award Declaration (Sec 23),61.4,High,22.20765,70.87442,validation,,,,True,True,163.0,True
SNAP-000546-1,SIH26017-PRJ-000546,2022-07-10,Bihar,Gaya,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",8.65,2,537.62,Homestead-Residential,False,2022-04-02,2026-12-19,1722,99,2,Social Impact Assessment (SIA),11.1,-5,4,2,2,True,0.0,False,0,False,False,72.0,33.0,,Fully Digitized,4,0.0,False,0,6,Medium,Supportive,0,Delayed,10.6,True,44.8,72.4,41.4,2,Social Impact Assessment (SIA),20.3,Low,24.86517,84.96779,validation,,,,False,False,-32.0,True
SNAP-000547-1,SIH26017-PRJ-000547,2016-10-15,Gujarat,Surat,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",116.88,7,4000.04,Agricultural,False,2016-03-16,2017-01-30,320,213,2,Social Impact Assessment (SIA),11.1,62,5,3,2,True,0.0,False,0,False,False,66.7,31.3,,Fully Digitized,9,0.0,False,0,11,Low,Neutral,2,Insufficient,13.5,True,,,,2,Social Impact Assessment (SIA),31.2,Medium,21.04852,72.71148,train,,,,True,False,27.0,True
SNAP-000547-2,SIH26017-PRJ-000547,2017-03-19,Gujarat,Surat,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",116.88,7,4000.04,Agricultural,False,2016-03-16,2017-01-30,320,368,2,Social Impact Assessment (SIA),22.2,89,5,4,1,True,0.0,False,0,False,False,70.4,32.8,,Fully Digitized,9,0.0,True,0,11,Low,Neutral,0,Delayed,14.4,True,,,,3,Survey & Measurement,20.0,Low,21.04852,72.71148,train,,,,True,True,,True
SNAP-000548-1,SIH26017-PRJ-000548,2018-07-07,Telangana,Warangal,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",6.43,3,1242.78,Homestead-Residential,False,2017-10-20,2019-10-18,728,260,5,Final Declaration (Sec 19),44.4,-57,4,3,0,False,0.0,False,0,False,False,76.9,23.3,,Partially Digitized,4,0.0,True,0,5,Low,Neutral,1,Adequate,43.5,True,,71.4,28.6,5,Final Declaration (Sec 19),5.1,Low,17.98624,79.45642,train,False,On-Time,-20.0,True,False,-12.0,True
