project_id,stage_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,status,percent_complete,delay_days,stage_owner_department
SIH26017-PRJ-000426,5,Final Declaration (Sec 19),2025-04-10,2025-06-22,2025-04-10,2025-08-07,Completed,100.0,46.0,LA Branch
SIH26017-PRJ-000426,6,Award Declaration (Sec 23),2025-08-09,2025-10-30,2025-08-09,2025-12-23,Completed,100.0,54.0,District Collectorate
SIH26017-PRJ-000426,7,Compensation Disbursement,2025-12-28,2026-05-04,2025-12-28,2026-07-19,Completed,100.0,76.0,District Collectorate
SIH26017-PRJ-000426,8,Possession,2026-07-23,2026-10-05,2026-07-23,,In Progress,31.1,,LA Branch
SIH26017-PRJ-000426,9,Mutation & Handover,2026-11-06,2026-12-28,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000427,1,Preliminary Notification (Sec 11),2015-11-02,2016-01-05,2015-11-02,2015-12-26,Completed,100.0,-10.0,Implementing Agency
SIH26017-PRJ-000427,2,Social Impact Assessment (SIA),2016-01-02,2016-05-22,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000427,3,Survey & Measurement,2016-01-02,2016-03-16,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000427,4,Draft Declaration,2016-01-02,2016-03-10,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000427,5,Final Declaration (Sec 19),2016-01-02,2016-03-29,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000427,6,Award Declaration (Sec 23),2016-01-02,2016-05-09,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000427,7,Compensation Disbursement,2016-01-02,2016-07-14,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000427,8,Possession,2016-01-02,2016-04-02,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000427,9,Mutation & Handover,2016-01-02,2016-03-04,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000428,1,Preliminary Notification (Sec 11),2015-04-01,2015-05-30,2015-04-01,2015-09-22,Completed,100.0,115.0,LA Branch
SIH26017-PRJ-000428,2,Social Impact Assessment (SIA),2015-09-25,2016-01-09,2015-09-25,2016-05-01,Completed,100.0,113.0,District Collectorate
SIH26017-PRJ-000428,3,Survey & Measurement,2016-05-02,2016-07-12,2016-05-02,2016-09-04,Completed,100.0,54.0,LA Branch
SIH26017-PRJ-000428,4,Draft Declaration,2016-09-08,2016-10-25,2016-09-08,2017-03-10,Completed,100.0,136.0,Revenue Dept
SIH26017-PRJ-000428,5,Final Declaration (Sec 19),2017-03-12,2017-05-28,2017-03-12,2018-02-18,Completed,100.0,266.0,Revenue Dept
SIH26017-PRJ-000428,6,Award Declaration (Sec 23),2018-02-22,2018-05-24,2018-02-22,2018-10-12,Completed,100.0,141.0,District Collectorate
SIH26017-PRJ-000428,7,Compensation Disbursement,2018-10-18,2019-02-24,2018-10-18,2019-09-23,Completed,100.0,211.0,District Collectorate
SIH26017-PRJ-000428,8,Possession,2019-09-27,2019-12-10,2019-09-27,2020-04-03,Completed,100.0,115.0,Revenue Dept
SIH26017-PRJ-000428,9,Mutation & Handover,2020-04-08,2020-06-12,2020-04-08,2020-07-02,Completed,100.0,20.0,Revenue Dept
SIH26017-PRJ-000429,1,Preliminary Notification (Sec 11),2016-10-02,2016-11-28,2016-10-02,2017-05-24,Completed,100.0,177.0,LA Branch
SIH26017-PRJ-000429,2,Social Impact Assessment (SIA),2017-05-28,2017-09-29,2017-05-28,2020-02-10,Completed,100.0,864.0,LA Branch
SIH26017-PRJ-000429,3,Survey & Measurement,2020-02-11,2020-05-11,2020-02-11,2020-09-25,Completed,100.0,137.0,District Collectorate
SIH26017-PRJ-000429,4,Draft Declaration,2020-09-27,2020-11-27,2020-09-27,2021-02-07,Completed,100.0,72.0,LA Branch
SIH26017-PRJ-000429,5,Final Declaration (Sec 19),2021-02-09,2021-04-26,2021-02-09,2021-09-18,Completed,100.0,145.0,Implementing Agency
SIH26017-PRJ-000429,6,Award Declaration (Sec 23),2021-09-21,2021-12-10,2021-09-21,2022-10-13,Completed,100.0,307.0,Revenue Dept
SIH26017-PRJ-000429,7,Compensation Disbursement,2022-10-16,2023-03-12,2022-10-16,2023-09-20,Completed,100.0,192.0,District Collectorate
SIH26017-PRJ-000429,8,Possession,2023-09-23,2023-12-13,2023-09-23,2024-06-29,Completed,100.0,199.0,Implementing Agency
SIH26017-PRJ-000429,9,Mutation & Handover,2024-07-03,2024-09-07,2024-07-03,2025-10-11,Completed,100.0,399.0,Revenue Dept
SIH26017-PRJ-000430,1,Preliminary Notification (Sec 11),2019-02-17,2019-04-04,2019-02-17,2019-06-03,Completed,100.0,60.0,Implementing Agency
SIH26017-PRJ-000430,2,Social Impact Assessment (SIA),2019-06-08,2019-09-28,2019-06-08,2020-02-28,Completed,100.0,153.0,LA Branch
SIH26017-PRJ-000430,3,Survey & Measurement,2020-03-02,2020-05-10,2020-03-02,2020-11-18,Completed,100.0,192.0,District Collectorate
SIH26017-PRJ-000430,4,Draft Declaration,2020-11-20,2021-01-10,2020-11-20,2021-05-27,Completed,100.0,137.0,District Collectorate
SIH26017-PRJ-000430,5,Final Declaration (Sec 19),2021-05-28,2021-08-07,2021-05-28,2021-08-30,Completed,100.0,23.0,District Collectorate
SIH26017-PRJ-000430,6,Award Declaration (Sec 23),2021-09-07,2021-11-30,2021-09-07,2021-11-26,Completed,100.0,-4.0,LA Branch
SIH26017-PRJ-000430,7,Compensation Disbursement,2021-11-27,2022-04-02,2021-11-27,2022-02-07,Completed,100.0,-54.0,District Collectorate
SIH26017-PRJ-000430,8,Possession,2022-02-15,2022-04-27,2022-02-15,2022-04-18,Completed,100.0,-9.0,District Collectorate
SIH26017-PRJ-000430,9,Mutation & Handover,2022-04-20,2022-06-13,2022-04-20,2022-07-16,Completed,100.0,33.0,Implementing Agency
SIH26017-PRJ-000431,1,Preliminary Notification (Sec 11),2020-01-01,2020-03-01,2020-01-01,2020-03-23,Completed,100.0,22.0,District Collectorate
SIH26017-PRJ-000431,2,Social Impact Assessment (SIA),2020-03-27,2020-08-02,2020-03-27,2020-09-25,Completed,100.0,54.0,Revenue Dept
SIH26017-PRJ-000431,3,Survey & Measurement,2020-10-02,2020-12-21,2020-10-02,2021-01-30,Completed,100.0,40.0,Revenue Dept
SIH26017-PRJ-000431,4,Draft Declaration,2021-02-03,2021-03-29,2021-02-03,2021-05-14,Completed,100.0,46.0,LA Branch
SIH26017-PRJ-000431,5,Final Declaration (Sec 19),2021-05-22,2021-08-08,2021-05-22,2021-10-18,Completed,100.0,71.0,District Collectorate
SIH26017-PRJ-000431,6,Award Declaration (Sec 23),2021-10-24,2022-01-29,2021-10-24,2022-10-10,Completed,100.0,254.0,LA Branch
SIH26017-PRJ-000431,7,Compensation Disbursement,2022-10-17,2023-04-17,2022-10-17,2024-10-18,Completed,100.0,550.0,Revenue Dept
SIH26017-PRJ-000431,8,Possession,2024-10-21,2024-12-27,2024-10-21,2025-05-22,Completed,100.0,146.0,Implementing Agency
SIH26017-PRJ-000431,9,Mutation & Handover,2025-05-28,2025-08-01,2025-05-28,2026-07-20,Completed,100.0,353.0,Revenue Dept
SIH26017-PRJ-000432,1,Preliminary Notification (Sec 11),2020-04-15,2020-06-10,2020-04-15,2020-06-18,Completed,100.0,8.0,Revenue Dept
SIH26017-PRJ-000432,2,Social Impact Assessment (SIA),2020-06-20,2020-10-31,2020-06-20,2020-12-04,Completed,100.0,34.0,Revenue Dept
SIH26017-PRJ-000432,3,Survey & Measurement,2020-12-12,2021-03-14,2020-12-12,2021-03-19,Completed,100.0,5.0,LA Branch
SIH26017-PRJ-000432,4,Draft Declaration,2021-03-26,2021-05-29,2021-03-26,2021-08-01,Completed,100.0,64.0,District Collectorate
SIH26017-PRJ-000432,5,Final Declaration (Sec 19),2021-08-04,2021-10-29,2021-08-04,2021-11-18,Completed,100.0,20.0,LA Branch
SIH26017-PRJ-000432,6,Award Declaration (Sec 23),2021-11-25,2022-03-17,2021-11-25,2022-11-08,Completed,100.0,236.0,District Collectorate
SIH26017-PRJ-000432,7,Compensation Disbursement,2022-11-14,2023-05-12,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000432,8,Possession,2022-11-14,2023-02-04,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000432,9,Mutation & Handover,2022-11-14,2023-01-26,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000433,1,Preliminary Notification (Sec 11),2020-12-03,2021-02-01,2020-12-03,2021-01-26,Completed,100.0,-6.0,Implementing Agency
SIH26017-PRJ-000433,2,Social Impact Assessment (SIA),2021-01-29,2021-05-22,2021-01-29,2021-07-24,Completed,100.0,63.0,District Collectorate
SIH26017-PRJ-000433,3,Survey & Measurement,2021-07-30,2021-10-14,2021-07-30,2022-01-14,Completed,100.0,92.0,LA Branch
SIH26017-PRJ-000433,4,Draft Declaration,2022-01-17,2022-03-14,2022-01-17,2022-10-10,Completed,100.0,210.0,Revenue Dept
SIH26017-PRJ-000433,5,Final Declaration (Sec 19),2022-10-13,2023-01-01,2022-10-13,2023-10-30,Completed,100.0,302.0,District Collectorate
SIH26017-PRJ-000433,6,Award Declaration (Sec 23),2023-10-31,2024-02-12,2023-10-31,2024-06-23,Completed,100.0,132.0,Revenue Dept
SIH26017-PRJ-000433,7,Compensation Disbursement,2024-06-24,2024-11-29,2024-06-24,2025-01-30,Completed,100.0,62.0,Implementing Agency
SIH26017-PRJ-000433,8,Possession,2025-02-04,2025-04-25,2025-02-04,2025-06-17,Completed,100.0,53.0,District Collectorate
SIH26017-PRJ-000433,9,Mutation & Handover,2025-06-21,2025-08-24,2025-06-21,2025-10-17,Completed,100.0,54.0,District Collectorate
SIH26017-PRJ-000434,1,Preliminary Notification (Sec 11),2015-03-26,2015-05-20,2015-03-26,2015-06-28,Completed,100.0,39.0,District Collectorate
SIH26017-PRJ-000434,2,Social Impact Assessment (SIA),2015-07-05,2015-10-22,2015-07-05,2016-02-29,Completed,100.0,130.0,LA Branch
SIH26017-PRJ-000434,3,Survey & Measurement,2016-03-01,2016-05-15,2016-03-01,2016-09-20,Completed,100.0,128.0,District Collectorate
SIH26017-PRJ-000434,4,Draft Declaration,2016-09-24,2016-11-18,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000434,5,Final Declaration (Sec 19),2016-09-24,2016-12-12,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000434,6,Award Declaration (Sec 23),2016-09-24,2017-01-10,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000434,7,Compensation Disbursement,2016-09-24,2017-02-28,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000434,8,Possession,2016-09-24,2016-12-06,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000434,9,Mutation & Handover,2016-09-24,2016-11-16,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000435,1,Preliminary Notification (Sec 11),2017-06-19,2017-08-14,2017-06-19,2017-09-03,Completed,100.0,20.0,LA Branch
SIH26017-PRJ-000435,2,Social Impact Assessment (SIA),2017-09-11,2018-01-20,2017-09-11,2018-11-16,Completed,100.0,300.0,District Collectorate
SIH26017-PRJ-000435,3,Survey & Measurement,2018-11-19,2019-02-04,2018-11-19,2019-04-11,Completed,100.0,66.0,District Collectorate
SIH26017-PRJ-000435,4,Draft Declaration,2019-04-14,2019-06-10,2019-04-14,2019-10-08,Completed,100.0,120.0,Revenue Dept
SIH26017-PRJ-000435,5,Final Declaration (Sec 19),2019-10-12,2019-12-23,2019-10-12,2021-01-23,Completed,100.0,397.0,District Collectorate
SIH26017-PRJ-000435,6,Award Declaration (Sec 23),2021-01-28,2021-05-17,2021-01-28,2022-01-25,Completed,100.0,253.0,District Collectorate
SIH26017-PRJ-000435,7,Compensation Disbursement,2022-01-31,2022-06-25,2022-01-31,2024-05-12,Completed,100.0,687.0,LA Branch
SIH26017-PRJ-000435,8,Possession,2024-05-13,2024-08-02,2024-05-13,2025-04-06,Completed,100.0,247.0,LA Branch
SIH26017-PRJ-000435,9,Mutation & Handover,2025-04-09,2025-06-11,2025-04-09,2025-10-05,Completed,100.0,116.0,District Collectorate
SIH26017-PRJ-000436,1,Preliminary Notification (Sec 11),2018-09-16,2018-11-04,2018-09-16,2018-10-16,Completed,100.0,-19.0,LA Branch
SIH26017-PRJ-000436,2,Social Impact Assessment (SIA),2018-10-20,2019-01-26,2018-10-20,2019-01-13,Completed,100.0,-13.0,District Collectorate
SIH26017-PRJ-000436,3,Survey & Measurement,2019-01-15,2019-03-17,2019-01-15,2019-02-26,Completed,100.0,-19.0,District Collectorate
SIH26017-PRJ-000436,4,Draft Declaration,2019-03-01,2019-05-04,2019-03-01,2019-04-19,Completed,100.0,-15.0,LA Branch
SIH26017-PRJ-000436,5,Final Declaration (Sec 19),2019-04-23,2019-07-01,2019-04-23,2019-06-14,Completed,100.0,-17.0,District Collectorate
SIH26017-PRJ-000436,6,Award Declaration (Sec 23),2019-06-18,2019-09-20,2019-06-18,2019-10-26,Completed,100.0,36.0,District Collectorate
SIH26017-PRJ-000436,7,Compensation Disbursement,2019-10-27,2020-03-14,2019-10-27,2020-05-31,Completed,100.0,78.0,Implementing Agency
SIH26017-PRJ-000436,8,Possession,2020-06-01,2020-08-11,2020-06-01,2020-07-29,Completed,100.0,-13.0,District Collectorate
SIH26017-PRJ-000436,9,Mutation & Handover,2020-08-06,2020-10-02,2020-08-06,2020-09-08,Completed,100.0,-24.0,Implementing Agency
SIH26017-PRJ-000437,1,Preliminary Notification (Sec 11),2017-01-23,2017-03-18,2017-01-23,2017-03-28,Completed,100.0,10.0,District Collectorate
SIH26017-PRJ-000437,2,Social Impact Assessment (SIA),2017-04-03,2017-07-30,2017-04-03,2017-07-21,Completed,100.0,-9.0,District Collectorate
SIH26017-PRJ-000437,3,Survey & Measurement,2017-07-24,2017-10-09,2017-07-24,2017-09-19,Completed,100.0,-20.0,District Collectorate
SIH26017-PRJ-000437,4,Draft Declaration,2017-09-26,2017-11-16,2017-09-26,2018-03-12,Completed,100.0,116.0,District Collectorate
SIH26017-PRJ-000437,5,Final Declaration (Sec 19),2018-03-13,2018-05-28,2018-03-13,2018-10-16,Completed,100.0,141.0,District Collectorate
SIH26017-PRJ-000437,6,Award Declaration (Sec 23),2018-10-19,2018-12-31,2018-10-19,2019-04-23,Completed,100.0,113.0,Revenue Dept
SIH26017-PRJ-000437,7,Compensation Disbursement,2019-04-30,2019-09-27,2019-04-30,2019-12-14,Completed,100.0,78.0,Revenue Dept
SIH26017-PRJ-000437,8,Possession,2019-12-17,2020-03-01,2019-12-17,2020-05-29,Completed,100.0,89.0,District Collectorate
SIH26017-PRJ-000437,9,Mutation & Handover,2020-05-30,2020-07-27,2020-05-30,2020-09-24,Completed,100.0,59.0,Revenue Dept
SIH26017-PRJ-000438,1,Preliminary Notification (Sec 11),2021-07-26,2021-10-10,2021-07-26,2021-12-11,Completed,100.0,62.0,Implementing Agency
SIH26017-PRJ-000438,2,Social Impact Assessment (SIA),2021-12-15,2022-05-06,2021-12-15,2022-10-04,Completed,100.0,151.0,District Collectorate
SIH26017-PRJ-000438,3,Survey & Measurement,2022-10-10,2023-01-04,2022-10-10,2023-02-23,Completed,100.0,50.0,District Collectorate
SIH26017-PRJ-000438,4,Draft Declaration,2023-02-26,2023-05-05,2023-02-26,2023-06-15,Completed,100.0,41.0,District Collectorate
SIH26017-PRJ-000438,5,Final Declaration (Sec 19),2023-06-16,2023-09-16,2023-06-16,2023-12-09,Completed,100.0,84.0,Implementing Agency
SIH26017-PRJ-000438,6,Award Declaration (Sec 23),2023-12-16,2024-04-02,2023-12-16,2024-04-01,Completed,100.0,-1.0,Revenue Dept
SIH26017-PRJ-000438,7,Compensation Disbursement,2024-04-03,2024-10-10,2024-04-03,2025-07-27,Completed,100.0,290.0,LA Branch
SIH26017-PRJ-000438,8,Possession,2025-07-28,2025-10-19,2025-07-28,2026-05-13,Completed,100.0,206.0,LA Branch
SIH26017-PRJ-000438,9,Mutation & Handover,2026-05-17,2026-07-17,2026-05-17,,In Progress,100.0,,LA Branch
SIH26017-PRJ-000439,1,Preliminary Notification (Sec 11),2021-12-28,2022-02-23,2021-12-28,2022-02-17,Completed,100.0,-6.0,District Collectorate
SIH26017-PRJ-000439,2,Social Impact Assessment (SIA),2022-02-18,2022-06-03,2022-02-18,2022-08-19,Completed,100.0,77.0,District Collectorate
SIH26017-PRJ-000439,3,Survey & Measurement,2022-08-23,2022-11-16,2022-08-23,2023-03-19,Completed,100.0,123.0,District Collectorate
SIH26017-PRJ-000439,4,Draft Declaration,2023-03-21,2023-05-28,2023-03-21,2023-08-14,Completed,100.0,78.0,LA Branch
SIH26017-PRJ-000439,5,Final Declaration (Sec 19),2023-08-19,2023-11-06,2023-08-19,2024-04-19,Completed,100.0,165.0,Revenue Dept
SIH26017-PRJ-000439,6,Award Declaration (Sec 23),2024-04-26,2024-08-09,2024-04-26,2026-08-01,Completed,100.0,722.0,Revenue Dept
SIH26017-PRJ-000439,7,Compensation Disbursement,2026-08-06,2026-12-26,2026-08-06,,In Progress,6.3,,LA Branch
SIH26017-PRJ-000439,8,Possession,2028-02-06,2028-04-26,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000439,9,Mutation & Handover,2029-01-11,2029-03-13,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000440,1,Preliminary Notification (Sec 11),2021-11-17,2022-01-20,2021-11-17,2022-02-01,Completed,100.0,12.0,LA Branch
SIH26017-PRJ-000440,2,Social Impact Assessment (SIA),2022-02-04,2022-05-30,2022-02-04,2023-01-15,Completed,100.0,230.0,Revenue Dept
SIH26017-PRJ-000440,3,Survey & Measurement,2023-01-17,2023-04-24,2023-01-17,2023-10-20,Completed,100.0,179.0,District Collectorate
SIH26017-PRJ-000440,4,Draft Declaration,2023-10-21,2023-12-24,2023-10-21,2024-02-19,Completed,100.0,57.0,LA Branch
SIH26017-PRJ-000440,5,Final Declaration (Sec 19),2024-02-22,2024-05-17,2024-02-22,2024-09-08,Completed,100.0,114.0,LA Branch
SIH26017-PRJ-000440,6,Award Declaration (Sec 23),2024-09-13,2025-01-05,2024-09-13,2025-04-16,Completed,100.0,101.0,Implementing Agency
SIH26017-PRJ-000440,7,Compensation Disbursement,2025-04-24,2025-10-07,2025-04-24,2026-02-06,Completed,100.0,122.0,LA Branch
SIH26017-PRJ-000440,8,Possession,2026-02-10,2026-05-08,2026-02-10,2026-06-22,Completed,100.0,45.0,District Collectorate
SIH26017-PRJ-000440,9,Mutation & Handover,2026-06-25,2026-08-19,2026-06-25,,In Progress,92.7,,Revenue Dept
SIH26017-PRJ-000441,1,Preliminary Notification (Sec 11),2017-12-05,2018-02-06,2017-12-05,2018-05-08,Completed,100.0,91.0,District Collectorate
SIH26017-PRJ-000441,2,Social Impact Assessment (SIA),2018-05-15,2018-10-10,2018-05-15,2019-07-25,Completed,100.0,288.0,District Collectorate
SIH26017-PRJ-000441,3,Survey & Measurement,2019-07-31,2019-10-21,2019-07-31,2020-02-09,Completed,100.0,111.0,District Collectorate
SIH26017-PRJ-000441,4,Draft Declaration,2020-02-16,2020-04-28,2020-02-16,2021-05-12,Completed,100.0,379.0,Revenue Dept
SIH26017-PRJ-000441,5,Final Declaration (Sec 19),2021-05-18,2021-08-05,2021-05-18,2021-11-14,Completed,100.0,101.0,District Collectorate
SIH26017-PRJ-000441,6,Award Declaration (Sec 23),2021-11-18,2022-03-05,2021-11-18,2022-06-03,Completed,100.0,90.0,District Collectorate
SIH26017-PRJ-000441,7,Compensation Disbursement,2022-06-05,2022-12-07,2022-06-05,2023-08-29,Completed,100.0,265.0,District Collectorate
SIH26017-PRJ-000441,8,Possession,2023-09-07,2023-12-02,2023-09-07,2024-06-19,Completed,100.0,200.0,District Collectorate
SIH26017-PRJ-000441,9,Mutation & Handover,2024-06-22,2024-09-04,2024-06-22,2024-10-27,Completed,100.0,53.0,District Collectorate
SIH26017-PRJ-000442,1,Preliminary Notification (Sec 11),2019-02-24,2019-04-14,2019-02-24,2019-04-14,Completed,100.0,0.0,Implementing Agency
SIH26017-PRJ-000442,2,Social Impact Assessment (SIA),2019-04-16,2019-08-08,2019-04-16,2019-07-31,Completed,100.0,-8.0,LA Branch
SIH26017-PRJ-000442,3,Survey & Measurement,2019-08-01,2019-10-10,2019-08-01,2019-09-05,Completed,100.0,-35.0,LA Branch
SIH26017-PRJ-000442,4,Draft Declaration,2019-09-10,2019-11-08,2019-09-10,2019-10-21,Completed,100.0,-18.0,Implementing Agency
SIH26017-PRJ-000442,5,Final Declaration (Sec 19),2019-10-25,2019-12-30,2019-10-25,2020-01-20,Completed,100.0,21.0,District Collectorate
SIH26017-PRJ-000442,6,Award Declaration (Sec 23),2020-01-26,2020-05-06,2020-01-26,2020-05-15,Completed,100.0,9.0,LA Branch
SIH26017-PRJ-000442,7,Compensation Disbursement,2020-05-19,2020-10-30,2020-05-19,2020-10-28,Completed,100.0,-2.0,District Collectorate
SIH26017-PRJ-000442,8,Possession,2020-10-30,2020-12-28,2020-10-30,2020-12-13,Completed,100.0,-15.0,Revenue Dept
SIH26017-PRJ-000442,9,Mutation & Handover,2020-12-16,2021-02-08,2020-12-16,2021-03-04,Completed,100.0,24.0,LA Branch
SIH26017-PRJ-000443,1,Preliminary Notification (Sec 11),2016-12-07,2017-02-06,2016-12-07,2017-03-11,Completed,100.0,33.0,Revenue Dept
SIH26017-PRJ-000443,2,Social Impact Assessment (SIA),2017-03-20,2017-07-14,2017-03-20,2017-08-23,Completed,100.0,40.0,Revenue Dept
SIH26017-PRJ-000443,3,Survey & Measurement,2017-08-26,2017-11-12,2017-08-26,2018-04-04,Completed,100.0,143.0,District Collectorate
SIH26017-PRJ-000443,4,Draft Declaration,2018-04-07,2018-06-02,2018-04-07,2018-12-01,Completed,100.0,182.0,Revenue Dept
SIH26017-PRJ-000443,5,Final Declaration (Sec 19),2018-12-03,2019-02-17,2018-12-03,2019-06-21,Completed,100.0,124.0,District Collectorate
SIH26017-PRJ-000443,6,Award Declaration (Sec 23),2019-06-22,2019-09-16,2019-06-22,2019-10-04,Completed,100.0,18.0,District Collectorate
SIH26017-PRJ-000443,7,Compensation Disbursement,2019-10-06,2020-03-03,2019-10-06,2020-01-07,Completed,100.0,-56.0,District Collectorate
SIH26017-PRJ-000443,8,Possession,2020-01-16,2020-03-26,2020-01-16,2020-04-29,Completed,100.0,34.0,District Collectorate
SIH26017-PRJ-000443,9,Mutation & Handover,2020-05-03,2020-06-23,2020-05-03,2020-07-03,Completed,100.0,10.0,LA Branch
SIH26017-PRJ-000444,1,Preliminary Notification (Sec 11),2023-04-13,2023-06-04,2023-04-13,2023-08-23,Completed,100.0,80.0,Revenue Dept
SIH26017-PRJ-000444,2,Social Impact Assessment (SIA),2023-08-25,2023-12-02,2023-08-25,2024-07-24,Completed,100.0,235.0,District Collectorate
SIH26017-PRJ-000444,3,Survey & Measurement,2024-07-27,2024-09-30,2024-07-27,2025-01-18,Completed,100.0,110.0,District Collectorate
SIH26017-PRJ-000444,4,Draft Declaration,2025-01-23,2025-03-13,2025-01-23,2025-06-18,Completed,100.0,97.0,LA Branch
SIH26017-PRJ-000444,5,Final Declaration (Sec 19),2025-06-23,2025-09-06,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000444,6,Award Declaration (Sec 23),2025-06-23,2025-09-27,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000444,7,Compensation Disbursement,2025-06-23,2025-11-15,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000444,8,Possession,2025-06-23,2025-08-30,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000444,9,Mutation & Handover,2025-06-23,2025-08-18,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000445,1,Preliminary Notification (Sec 11),2018-12-27,2019-02-21,2018-12-27,2019-09-23,Completed,100.0,214.0,Revenue Dept
SIH26017-PRJ-000445,2,Social Impact Assessment (SIA),2019-09-29,2020-01-17,2019-09-29,2020-10-19,Completed,100.0,276.0,District Collectorate
SIH26017-PRJ-000445,3,Survey & Measurement,2020-10-24,2021-01-02,2020-10-24,2021-05-27,Completed,100.0,145.0,District Collectorate
SIH26017-PRJ-000445,4,Draft Declaration,2021-06-02,2021-07-15,2021-06-02,2021-12-15,Completed,100.0,153.0,District Collectorate
SIH26017-PRJ-000445,5,Final Declaration (Sec 19),2021-12-19,2022-03-03,2021-12-19,2022-11-15,Completed,100.0,257.0,Revenue Dept
SIH26017-PRJ-000445,6,Award Declaration (Sec 23),2022-11-21,2023-02-26,2022-11-21,2023-06-08,Completed,100.0,102.0,Revenue Dept
SIH26017-PRJ-000445,7,Compensation Disbursement,2023-06-12,2023-10-11,2023-06-12,2024-01-21,Completed,100.0,102.0,District Collectorate
SIH26017-PRJ-000445,8,Possession,2024-01-24,2024-04-09,2024-01-24,2024-07-28,Completed,100.0,110.0,District Collectorate
SIH26017-PRJ-000445,9,Mutation & Handover,2024-07-31,2024-09-23,2024-07-31,2025-09-12,Completed,100.0,354.0,Revenue Dept
SIH26017-PRJ-000446,1,Preliminary Notification (Sec 11),2021-06-02,2021-07-20,2021-06-02,2021-07-12,Completed,100.0,-8.0,Revenue Dept
SIH26017-PRJ-000446,2,Social Impact Assessment (SIA),2021-07-16,2021-10-22,2021-07-16,2021-10-15,Completed,100.0,-7.0,Revenue Dept
SIH26017-PRJ-000446,3,Survey & Measurement,2021-10-16,2021-12-25,2021-10-16,2021-12-17,Completed,100.0,-8.0,LA Branch
SIH26017-PRJ-000446,4,Draft Declaration,2021-12-22,2022-02-11,2021-12-22,2022-02-01,Completed,100.0,-10.0,District Collectorate
SIH26017-PRJ-000446,5,Final Declaration (Sec 19),2022-02-05,2022-04-12,2022-02-05,2022-05-05,Completed,100.0,23.0,LA Branch
SIH26017-PRJ-000446,6,Award Declaration (Sec 23),2022-05-08,2022-07-25,2022-05-08,2022-08-06,Completed,100.0,12.0,Revenue Dept
SIH26017-PRJ-000446,7,Compensation Disbursement,2022-08-11,2023-01-01,2022-08-11,2022-11-13,Completed,100.0,-49.0,LA Branch
SIH26017-PRJ-000446,8,Possession,2022-11-14,2023-01-19,2022-11-14,2023-01-09,Completed,100.0,-10.0,District Collectorate
SIH26017-PRJ-000446,9,Mutation & Handover,2023-01-14,2023-03-10,2023-01-14,2023-02-26,Completed,100.0,-12.0,LA Branch
SIH26017-PRJ-000447,1,Preliminary Notification (Sec 11),2021-08-02,2021-09-23,2021-08-02,2021-10-11,Completed,100.0,18.0,Revenue Dept
SIH26017-PRJ-000447,2,Social Impact Assessment (SIA),2021-10-14,2022-02-14,2021-10-14,2022-07-09,Completed,100.0,145.0,District Collectorate
SIH26017-PRJ-000447,3,Survey & Measurement,2022-07-13,2022-09-22,2022-07-13,2022-12-04,Completed,100.0,73.0,District Collectorate
SIH26017-PRJ-000447,4,Draft Declaration,2022-12-08,2023-01-31,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000447,5,Final Declaration (Sec 19),2022-12-08,2023-02-16,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000447,6,Award Declaration (Sec 23),2022-12-08,2023-03-27,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000447,7,Compensation Disbursement,2022-12-08,2023-05-18,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000447,8,Possession,2022-12-08,2023-02-23,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000447,9,Mutation & Handover,2022-12-08,2023-01-31,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000448,1,Preliminary Notification (Sec 11),2021-11-07,2022-01-01,2021-11-07,2021-12-24,Completed,100.0,-8.0,District Collectorate
