project_id,approval_type,required_flag,applied_date,approved_date,status,approving_authority,days_taken,is_critical_path_approval
SIH26017-PRJ-000495,Environmental Clearance,True,2015-12-23,2016-09-30,Approved,State Environment Dept / MoEFCC,282.0,True
SIH26017-PRJ-000496,SIA Approval,True,2018-11-09,2019-01-01,Approved,District Collector,53.0,True
SIH26017-PRJ-000496,State Govt Approval,True,2018-11-30,2019-01-24,Approved,State Government,55.0,True
SIH26017-PRJ-000496,District Collector Approval,True,2018-11-01,2018-12-05,Approved,District Collector,34.0,False
SIH26017-PRJ-000496,Environmental Clearance,True,2019-01-12,2020-02-04,Approved,State Environment Dept / MoEFCC,388.0,True
SIH26017-PRJ-000497,SIA Approval,True,2022-09-22,2022-12-25,Approved,District Collector,94.0,True
SIH26017-PRJ-000497,State Govt Approval,True,2022-09-26,2022-11-28,Approved,State Government,63.0,True
SIH26017-PRJ-000497,District Collector Approval,True,2022-09-24,2022-10-16,Approved,District Collector,22.0,False
SIH26017-PRJ-000497,Environmental Clearance,True,2022-12-29,2023-05-06,Approved,State Environment Dept / MoEFCC,128.0,True
SIH26017-PRJ-000497,Ministry Approval,True,2023-01-11,2023-10-31,Approved,Concerned Central Ministry,293.0,False
SIH26017-PRJ-000498,SIA Approval,True,2018-08-04,2018-10-09,Approved,District Collector,66.0,True
SIH26017-PRJ-000498,State Govt Approval,True,2018-08-13,2018-11-07,Approved,State Government,86.0,True
SIH26017-PRJ-000498,District Collector Approval,True,2018-07-21,2018-08-13,Approved,District Collector,23.0,False
SIH26017-PRJ-000498,Environmental Clearance,True,2018-11-12,2019-06-02,Approved,State Environment Dept / MoEFCC,202.0,True
SIH26017-PRJ-000498,Ministry Approval,True,2018-11-01,2019-03-30,Approved,Concerned Central Ministry,149.0,False
SIH26017-PRJ-000499,SIA Approval,True,2017-11-19,2018-01-07,Approved,District Collector,49.0,True
SIH26017-PRJ-000499,State Govt Approval,True,2017-10-24,2018-01-04,Approved,State Government,72.0,True
SIH26017-PRJ-000499,District Collector Approval,True,2017-10-30,2017-12-04,Approved,District Collector,35.0,False
SIH26017-PRJ-000499,Environmental Clearance,True,2018-01-08,2018-10-16,Approved,State Environment Dept / MoEFCC,281.0,True
SIH26017-PRJ-000499,Defence NOC,True,2018-01-29,2018-04-17,Approved,Ministry of Defence,78.0,False
SIH26017-PRJ-000500,SIA Approval,True,2023-09-11,2024-01-18,Approved,District Collector,129.0,True
SIH26017-PRJ-000500,State Govt Approval,True,2023-11-04,2023-12-21,Approved,State Government,47.0,True
SIH26017-PRJ-000500,District Collector Approval,True,2023-09-25,2023-10-19,Approved,District Collector,24.0,False
SIH26017-PRJ-000500,Forest Clearance,True,2024-01-21,2024-09-18,Approved,State Forest Dept,241.0,True
SIH26017-PRJ-000500,Environmental Clearance,True,2023-12-22,2024-09-14,Approved,State Environment Dept / MoEFCC,267.0,True
SIH26017-PRJ-000500,Ministry Approval,True,2024-01-28,2024-09-29,Approved,Concerned Central Ministry,245.0,False
SIH26017-PRJ-000501,SIA Approval,True,2023-09-10,2024-01-02,Approved,District Collector,114.0,True
SIH26017-PRJ-000501,State Govt Approval,True,2023-10-04,2023-11-22,Approved,State Government,49.0,True
SIH26017-PRJ-000501,District Collector Approval,True,2023-09-13,2023-10-19,Approved,District Collector,36.0,False
SIH26017-PRJ-000501,Forest Clearance,True,2023-12-22,2025-01-13,Approved,State Forest Dept,388.0,True
SIH26017-PRJ-000501,Environmental Clearance,True,2023-11-08,2024-02-01,Approved,State Environment Dept / MoEFCC,85.0,True
SIH26017-PRJ-000502,SIA Approval,True,2023-04-25,2023-06-20,Approved,District Collector,56.0,True
SIH26017-PRJ-000502,State Govt Approval,True,2023-06-07,2023-07-22,Approved,State Government,45.0,True
SIH26017-PRJ-000502,District Collector Approval,True,2023-04-22,2023-05-09,Approved,District Collector,17.0,False
SIH26017-PRJ-000502,Environmental Clearance,True,2023-09-12,2024-04-06,Approved,State Environment Dept / MoEFCC,207.0,True
SIH26017-PRJ-000503,SIA Approval,True,2018-10-04,2018-12-04,Approved,District Collector,61.0,True
SIH26017-PRJ-000503,State Govt Approval,True,2018-10-23,2019-01-23,Approved,State Government,92.0,True
SIH26017-PRJ-000503,District Collector Approval,True,2018-10-14,2018-11-04,Approved,District Collector,21.0,False
SIH26017-PRJ-000503,Environmental Clearance,True,2018-12-06,2019-05-15,Approved,State Environment Dept / MoEFCC,160.0,True
SIH26017-PRJ-000504,SIA Approval,True,2016-01-04,2016-03-12,Approved,District Collector,68.0,True
SIH26017-PRJ-000504,State Govt Approval,True,2016-02-05,2016-03-28,Approved,State Government,52.0,True
SIH26017-PRJ-000504,District Collector Approval,True,2015-12-28,2016-01-11,Approved,District Collector,14.0,False
SIH26017-PRJ-000505,SIA Approval,True,2016-03-28,2016-05-26,Approved,District Collector,59.0,True
SIH26017-PRJ-000505,State Govt Approval,True,2016-05-06,2016-08-12,Approved,State Government,98.0,True
SIH26017-PRJ-000505,District Collector Approval,True,2016-03-08,2016-04-20,Approved,District Collector,43.0,False
SIH26017-PRJ-000505,Environmental Clearance,True,2016-05-28,2017-07-25,Approved,State Environment Dept / MoEFCC,423.0,True
SIH26017-PRJ-000506,SIA Approval,True,2016-07-11,2016-09-20,Approved,District Collector,71.0,True
SIH26017-PRJ-000506,State Govt Approval,True,2016-08-31,2016-11-01,Approved,State Government,62.0,True
SIH26017-PRJ-000506,District Collector Approval,True,2016-07-15,2016-08-20,Approved,District Collector,36.0,False
SIH26017-PRJ-000506,Forest Clearance,True,2016-11-10,2017-06-28,Approved,State Forest Dept,230.0,True
SIH26017-PRJ-000506,Environmental Clearance,True,2016-10-11,2017-09-09,Approved,State Environment Dept / MoEFCC,333.0,True
SIH26017-PRJ-000507,SIA Approval,True,2018-06-03,2018-08-16,Approved,District Collector,74.0,True
SIH26017-PRJ-000507,State Govt Approval,True,2018-08-01,2018-09-21,Approved,State Government,51.0,True
SIH26017-PRJ-000507,District Collector Approval,True,2018-05-22,2018-07-08,Approved,District Collector,47.0,False
SIH26017-PRJ-000507,Environmental Clearance,True,2018-10-15,2019-05-06,Approved,State Environment Dept / MoEFCC,203.0,True
SIH26017-PRJ-000508,SIA Approval,True,2024-05-03,2024-09-01,Approved,District Collector,121.0,True
SIH26017-PRJ-000508,State Govt Approval,True,2024-05-11,2024-08-07,Approved,State Government,88.0,True
SIH26017-PRJ-000508,District Collector Approval,True,2024-03-26,2024-04-22,Approved,District Collector,27.0,False
SIH26017-PRJ-000508,Environmental Clearance,True,2024-08-14,2025-02-08,Approved,State Environment Dept / MoEFCC,178.0,True
SIH26017-PRJ-000508,Ministry Approval,True,2024-08-27,2024-12-06,Approved,Concerned Central Ministry,101.0,False
SIH26017-PRJ-000509,SIA Approval,True,2020-06-04,2020-09-10,Approved,District Collector,98.0,True
SIH26017-PRJ-000509,State Govt Approval,True,2020-06-08,2020-08-03,Approved,State Government,56.0,True
SIH26017-PRJ-000509,District Collector Approval,True,2020-05-26,2020-07-13,Approved,District Collector,48.0,False
SIH26017-PRJ-000509,Forest Clearance,True,2020-08-09,2021-10-08,Approved,State Forest Dept,425.0,True
SIH26017-PRJ-000509,Environmental Clearance,True,2020-07-16,2021-06-21,Approved,State Environment Dept / MoEFCC,340.0,True
SIH26017-PRJ-000510,SIA Approval,True,2022-06-04,2022-09-26,Approved,District Collector,114.0,True
SIH26017-PRJ-000510,State Govt Approval,True,2022-05-04,2022-08-14,Approved,State Government,102.0,True
SIH26017-PRJ-000510,District Collector Approval,True,2022-05-03,2022-05-30,Approved,District Collector,27.0,False
SIH26017-PRJ-000510,Environmental Clearance,True,2022-09-03,2023-09-23,Approved,State Environment Dept / MoEFCC,385.0,True
SIH26017-PRJ-000511,SIA Approval,True,2018-05-31,2018-09-06,Approved,District Collector,98.0,True
SIH26017-PRJ-000511,State Govt Approval,True,2018-07-21,2018-11-18,Approved,State Government,120.0,True
SIH26017-PRJ-000511,District Collector Approval,True,2018-06-03,2018-08-11,Approved,District Collector,69.0,False
SIH26017-PRJ-000511,Environmental Clearance,True,2018-10-10,2019-05-25,Approved,State Environment Dept / MoEFCC,227.0,True
SIH26017-PRJ-000512,SIA Approval,True,2023-06-28,2023-09-21,Approved,District Collector,85.0,True
SIH26017-PRJ-000512,State Govt Approval,True,2023-06-16,2023-08-26,Approved,State Government,71.0,True
SIH26017-PRJ-000512,District Collector Approval,True,2023-05-30,2023-06-16,Approved,District Collector,17.0,False
SIH26017-PRJ-000512,Environmental Clearance,True,2023-08-24,2024-03-14,Approved,State Environment Dept / MoEFCC,203.0,True
SIH26017-PRJ-000512,Ministry Approval,True,2023-11-03,2024-04-25,Approved,Concerned Central Ministry,174.0,False
SIH26017-PRJ-000513,SIA Approval,True,2019-12-12,2020-04-04,Approved,District Collector,114.0,True
SIH26017-PRJ-000513,State Govt Approval,True,2020-01-17,2020-04-03,Approved,State Government,77.0,True
SIH26017-PRJ-000513,District Collector Approval,True,2019-11-19,2019-12-21,Approved,District Collector,32.0,False
SIH26017-PRJ-000513,Environmental Clearance,True,2020-02-10,2020-12-25,Approved,State Environment Dept / MoEFCC,319.0,True
SIH26017-PRJ-000513,Ministry Approval,True,2020-02-07,2020-10-06,Approved,Concerned Central Ministry,242.0,False
SIH26017-PRJ-000514,SIA Approval,True,2020-11-01,2021-02-06,Approved,District Collector,97.0,True
SIH26017-PRJ-000514,State Govt Approval,True,2020-10-15,2020-11-16,Approved,State Government,32.0,True
SIH26017-PRJ-000514,District Collector Approval,True,2020-10-17,2020-11-10,Approved,District Collector,24.0,False
SIH26017-PRJ-000514,Environmental Clearance,True,2021-02-05,2021-09-02,Approved,State Environment Dept / MoEFCC,209.0,True
SIH26017-PRJ-000515,SIA Approval,True,2022-01-25,2022-05-10,Approved,District Collector,105.0,True
SIH26017-PRJ-000515,State Govt Approval,True,2022-02-19,2022-04-22,Approved,State Government,62.0,True
SIH26017-PRJ-000515,District Collector Approval,True,2021-12-13,2022-01-10,Approved,District Collector,28.0,False
SIH26017-PRJ-000515,Environmental Clearance,True,2022-04-17,2023-01-02,Approved,State Environment Dept / MoEFCC,260.0,True
SIH26017-PRJ-000516,SIA Approval,True,2020-12-02,2021-01-18,Approved,District Collector,47.0,True
SIH26017-PRJ-000516,State Govt Approval,True,2021-01-20,2021-05-02,Approved,State Government,102.0,True
SIH26017-PRJ-000516,District Collector Approval,True,2020-11-27,2020-12-23,Approved,District Collector,26.0,False
SIH26017-PRJ-000516,Environmental Clearance,True,2021-01-19,2021-12-02,Approved,State Environment Dept / MoEFCC,317.0,True
SIH26017-PRJ-000517,SIA Approval,True,2021-06-09,2021-09-06,Approved,District Collector,89.0,True
SIH26017-PRJ-000517,State Govt Approval,True,2021-06-21,2021-09-06,Approved,State Government,77.0,True
SIH26017-PRJ-000517,District Collector Approval,True,2021-05-16,2021-05-31,Approved,District Collector,15.0,False
SIH26017-PRJ-000517,Environmental Clearance,True,2021-09-16,2022-05-21,Approved,State Environment Dept / MoEFCC,247.0,True
SIH26017-PRJ-000518,SIA Approval,True,2024-04-08,2024-08-06,Approved,District Collector,120.0,True
SIH26017-PRJ-000518,State Govt Approval,True,2024-03-31,2024-06-11,Approved,State Government,72.0,True
SIH26017-PRJ-000518,District Collector Approval,True,2024-03-16,2024-04-03,Approved,District Collector,18.0,False
SIH26017-PRJ-000518,Environmental Clearance,True,2024-05-08,2025-07-22,Approved,State Environment Dept / MoEFCC,440.0,True
SIH26017-PRJ-000518,Ministry Approval,True,2024-07-02,2024-11-29,Approved,Concerned Central Ministry,150.0,False
SIH26017-PRJ-000519,SIA Approval,True,2019-02-14,2019-04-30,Approved,District Collector,75.0,True
SIH26017-PRJ-000519,State Govt Approval,True,2019-02-21,2019-04-27,Approved,State Government,65.0,True
SIH26017-PRJ-000519,District Collector Approval,True,2019-01-05,2019-01-27,Approved,District Collector,22.0,False
SIH26017-PRJ-000519,Forest Clearance,True,2019-03-02,2019-12-20,Approved,State Forest Dept,293.0,True
SIH26017-PRJ-000519,Environmental Clearance,True,2019-03-24,2019-10-28,Approved,State Environment Dept / MoEFCC,218.0,True
SIH26017-PRJ-000519,Ministry Approval,True,2019-06-14,2019-11-10,Approved,Concerned Central Ministry,149.0,False
SIH26017-PRJ-000520,SIA Approval,True,2015-01-20,2015-03-27,Approved,District Collector,66.0,True
SIH26017-PRJ-000520,State Govt Approval,True,2015-03-07,2015-04-27,Approved,State Government,51.0,True
SIH26017-PRJ-000520,District Collector Approval,True,2015-01-11,2015-02-01,Approved,District Collector,21.0,False
SIH26017-PRJ-000521,SIA Approval,True,2024-02-03,2024-04-30,Approved,District Collector,87.0,True
SIH26017-PRJ-000521,State Govt Approval,True,2024-02-27,2024-04-08,Approved,State Government,41.0,True
SIH26017-PRJ-000521,District Collector Approval,True,2024-02-15,2024-02-28,Approved,District Collector,13.0,False
SIH26017-PRJ-000521,Environmental Clearance,True,2024-03-23,2025-01-15,Approved,State Environment Dept / MoEFCC,298.0,True
SIH26017-PRJ-000522,SIA Approval,True,2017-08-21,2017-10-29,Approved,District Collector,69.0,True
SIH26017-PRJ-000522,State Govt Approval,True,2017-09-30,2017-11-29,Approved,State Government,60.0,True
SIH26017-PRJ-000522,District Collector Approval,True,2017-08-06,2017-09-09,Approved,District Collector,34.0,False
SIH26017-PRJ-000522,Environmental Clearance,True,2017-09-29,2018-06-01,Approved,State Environment Dept / MoEFCC,245.0,True
SIH26017-PRJ-000522,Ministry Approval,True,2017-12-15,2018-08-09,Approved,Concerned Central Ministry,237.0,False
SIH26017-PRJ-000523,SIA Approval,True,2022-11-06,2023-04-03,Approved,District Collector,148.0,True
SIH26017-PRJ-000523,State Govt Approval,True,2022-10-11,2023-01-13,Approved,State Government,94.0,True
SIH26017-PRJ-000523,District Collector Approval,True,2022-10-15,2022-11-03,Approved,District Collector,19.0,False
SIH26017-PRJ-000523,Forest Clearance,True,2022-12-01,2023-07-06,Approved,State Forest Dept,217.0,True
SIH26017-PRJ-000524,SIA Approval,True,2023-10-30,2024-01-12,Approved,District Collector,74.0,True
SIH26017-PRJ-000524,State Govt Approval,True,2023-11-11,2024-01-02,Approved,State Government,52.0,True
SIH26017-PRJ-000524,District Collector Approval,True,2023-10-28,2023-12-25,Approved,District Collector,58.0,False
SIH26017-PRJ-000524,Environmental Clearance,True,2023-11-27,2024-06-18,Approved,State Environment Dept / MoEFCC,204.0,True
SIH26017-PRJ-000524,Ministry Approval,True,2024-01-29,2024-06-22,Approved,Concerned Central Ministry,145.0,False
SIH26017-PRJ-000525,SIA Approval,True,2021-10-01,2021-11-29,Approved,District Collector,59.0,True
SIH26017-PRJ-000525,State Govt Approval,True,2021-11-27,2022-01-10,Approved,State Government,44.0,True
SIH26017-PRJ-000525,District Collector Approval,True,2021-10-03,2021-11-03,Approved,District Collector,31.0,False
SIH26017-PRJ-000525,Environmental Clearance,True,2021-12-25,2022-12-26,Approved,State Environment Dept / MoEFCC,366.0,True
SIH26017-PRJ-000526,SIA Approval,True,2017-02-01,2017-04-29,Approved,District Collector,87.0,True
SIH26017-PRJ-000526,State Govt Approval,True,2017-03-31,2017-06-10,Approved,State Government,71.0,True
SIH26017-PRJ-000526,District Collector Approval,True,2017-02-02,2017-04-05,Approved,District Collector,62.0,False
SIH26017-PRJ-000526,Environmental Clearance,True,2017-05-31,2018-01-27,Approved,State Environment Dept / MoEFCC,241.0,True
SIH26017-PRJ-000527,SIA Approval,True,2019-04-22,2019-08-03,Approved,District Collector,103.0,True
SIH26017-PRJ-000527,State Govt Approval,True,2019-06-23,,Rejected,State Government,,True
SIH26017-PRJ-000527,District Collector Approval,True,2019-05-05,2019-06-21,Approved,District Collector,47.0,False
SIH26017-PRJ-000527,Environmental Clearance,True,2019-06-28,2020-06-05,Approved,State Environment Dept / MoEFCC,343.0,True
SIH26017-PRJ-000527,Ministry Approval,True,2019-10-04,2020-05-21,Approved,Concerned Central Ministry,230.0,False
SIH26017-PRJ-000528,SIA Approval,True,2016-01-31,2016-06-10,Approved,District Collector,131.0,True
SIH26017-PRJ-000528,State Govt Approval,True,2016-03-07,2016-04-25,Approved,State Government,49.0,True
SIH26017-PRJ-000528,District Collector Approval,True,2016-01-31,2016-02-26,Approved,District Collector,26.0,False
SIH26017-PRJ-000528,Environmental Clearance,True,2016-06-13,2016-11-27,Approved,State Environment Dept / MoEFCC,167.0,True
SIH26017-PRJ-000529,SIA Approval,True,2024-07-09,2024-11-10,Approved,District Collector,124.0,True
SIH26017-PRJ-000529,State Govt Approval,True,2024-09-12,2024-12-20,Approved,State Government,99.0,True
SIH26017-PRJ-000529,District Collector Approval,True,2024-07-01,2024-07-31,Approved,District Collector,30.0,False
SIH26017-PRJ-000529,Environmental Clearance,True,2024-09-09,2025-05-30,Approved,State Environment Dept / MoEFCC,263.0,True
SIH26017-PRJ-000530,SIA Approval,True,2018-05-22,2018-09-05,Approved,District Collector,106.0,True
SIH26017-PRJ-000530,State Govt Approval,True,2018-04-29,2018-07-11,Approved,State Government,73.0,True
SIH26017-PRJ-000530,District Collector Approval,True,2018-05-08,,Rejected,District Collector,,False
SIH26017-PRJ-000530,Environmental Clearance,True,2018-07-26,2019-08-12,Approved,State Environment Dept / MoEFCC,382.0,True
SIH26017-PRJ-000530,Ministry Approval,True,2018-08-15,2019-03-18,Approved,Concerned Central Ministry,215.0,False
SIH26017-PRJ-000531,SIA Approval,True,2020-09-10,2020-12-03,Approved,District Collector,84.0,True
SIH26017-PRJ-000531,State Govt Approval,True,2020-10-14,2020-12-03,Approved,State Government,50.0,True
SIH26017-PRJ-000531,District Collector Approval,True,2020-08-15,2020-09-04,Approved,District Collector,20.0,False
SIH26017-PRJ-000531,Environmental Clearance,True,2021-01-22,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000532,SIA Approval,True,2015-11-28,2016-02-14,Approved,District Collector,78.0,True
SIH26017-PRJ-000532,State Govt Approval,True,2016-01-04,2016-05-01,Approved,State Government,118.0,True
SIH26017-PRJ-000532,District Collector Approval,True,2015-11-22,2015-12-20,Approved,District Collector,28.0,False
SIH26017-PRJ-000532,Environmental Clearance,True,2016-03-17,2016-12-13,Approved,State Environment Dept / MoEFCC,271.0,True
SIH26017-PRJ-000533,SIA Approval,True,2019-04-24,2019-06-25,Approved,District Collector,62.0,True
SIH26017-PRJ-000533,State Govt Approval,True,2019-05-04,2019-08-15,Approved,State Government,103.0,True
SIH26017-PRJ-000533,District Collector Approval,True,2019-04-21,2019-06-01,Approved,District Collector,41.0,False
SIH26017-PRJ-000533,Environmental Clearance,True,2019-05-26,2020-04-02,Approved,State Environment Dept / MoEFCC,312.0,True
SIH26017-PRJ-000534,SIA Approval,True,2024-09-07,2024-12-13,Approved,District Collector,97.0,True
SIH26017-PRJ-000534,State Govt Approval,True,2024-08-27,2024-12-10,Approved,State Government,105.0,True
SIH26017-PRJ-000534,District Collector Approval,True,2024-08-07,2024-10-05,Approved,District Collector,59.0,False
SIH26017-PRJ-000534,Environmental Clearance,True,2024-12-07,2025-04-10,Approved,State Environment Dept / MoEFCC,124.0,True
SIH26017-PRJ-000535,SIA Approval,True,2023-11-04,2023-12-25,Approved,District Collector,51.0,True
SIH26017-PRJ-000535,State Govt Approval,True,2023-11-27,2024-01-19,Approved,State Government,53.0,True
SIH26017-PRJ-000535,District Collector Approval,True,2023-09-23,2023-11-14,Approved,District Collector,52.0,False
SIH26017-PRJ-000536,SIA Approval,True,2021-09-09,2022-02-08,Approved,District Collector,152.0,True
SIH26017-PRJ-000536,State Govt Approval,True,2021-10-16,2022-01-04,Approved,State Government,80.0,True
SIH26017-PRJ-000536,District Collector Approval,True,2021-09-02,2021-10-08,Approved,District Collector,36.0,False
SIH26017-PRJ-000536,Forest Clearance,True,2022-01-16,2022-12-21,Approved,State Forest Dept,339.0,True
SIH26017-PRJ-000536,Environmental Clearance,True,2022-02-06,2022-09-18,Approved,State Environment Dept / MoEFCC,224.0,True
SIH26017-PRJ-000537,SIA Approval,True,2020-05-03,2020-07-23,Approved,District Collector,81.0,True
SIH26017-PRJ-000537,State Govt Approval,True,2020-05-01,2020-09-15,Approved,State Government,137.0,True
SIH26017-PRJ-000537,District Collector Approval,True,2020-03-30,,Rejected,District Collector,,False
SIH26017-PRJ-000537,Forest Clearance,True,2020-07-18,2021-06-02,Approved,State Forest Dept,319.0,True
SIH26017-PRJ-000537,Environmental Clearance,True,2020-06-06,2020-11-06,Approved,State Environment Dept / MoEFCC,153.0,True
SIH26017-PRJ-000538,SIA Approval,True,2023-01-23,2023-05-09,Approved,District Collector,106.0,True
SIH26017-PRJ-000538,State Govt Approval,True,2023-02-01,2023-04-10,Approved,State Government,68.0,True
SIH26017-PRJ-000538,District Collector Approval,True,2023-01-27,2023-03-05,Approved,District Collector,37.0,False
SIH26017-PRJ-000538,Forest Clearance,True,2023-05-01,2024-06-13,Approved,State Forest Dept,409.0,True
SIH26017-PRJ-000538,Environmental Clearance,True,2023-03-31,2023-10-23,Approved,State Environment Dept / MoEFCC,206.0,True
SIH26017-PRJ-000539,SIA Approval,True,2018-01-06,2018-03-07,Approved,District Collector,60.0,True
SIH26017-PRJ-000539,State Govt Approval,True,2018-02-27,2018-04-16,Approved,State Government,48.0,True
SIH26017-PRJ-000539,District Collector Approval,True,2018-01-10,2018-03-30,Approved,District Collector,79.0,False
SIH26017-PRJ-000539,Forest Clearance,True,2018-02-26,2018-12-07,Approved,State Forest Dept,284.0,True
SIH26017-PRJ-000539,Environmental Clearance,True,2018-02-19,2018-10-12,Approved,State Environment Dept / MoEFCC,235.0,True
SIH26017-PRJ-000539,Ministry Approval,True,2018-05-13,2018-10-16,Approved,Concerned Central Ministry,156.0,False
SIH26017-PRJ-000540,SIA Approval,True,2017-05-25,2017-08-02,Approved,District Collector,69.0,True
SIH26017-PRJ-000540,State Govt Approval,True,2017-06-21,2017-07-29,Approved,State Government,38.0,True
SIH26017-PRJ-000540,District Collector Approval,True,2017-05-24,2017-07-07,Approved,District Collector,44.0,False
SIH26017-PRJ-000541,SIA Approval,True,2018-08-23,2018-11-16,Approved,District Collector,85.0,True
SIH26017-PRJ-000541,State Govt Approval,True,2018-08-14,2018-10-15,Approved,State Government,62.0,True
SIH26017-PRJ-000541,District Collector Approval,True,2018-07-28,2018-08-26,Approved,District Collector,29.0,False
SIH26017-PRJ-000541,Forest Clearance,True,2018-12-06,2019-07-31,Approved,State Forest Dept,237.0,True
SIH26017-PRJ-000541,Wildlife Clearance,True,2018-12-29,2019-11-19,Approved,State Forest Dept,325.0,False
SIH26017-PRJ-000541,Environmental Clearance,True,2018-10-20,2019-05-22,Approved,State Environment Dept / MoEFCC,214.0,True
SIH26017-PRJ-000541,Ministry Approval,True,2019-01-30,2019-07-23,Approved,Concerned Central Ministry,174.0,False
SIH26017-PRJ-000542,SIA Approval,True,2018-02-15,2018-08-04,Approved,District Collector,170.0,True
SIH26017-PRJ-000542,State Govt Approval,True,2018-02-18,2018-04-19,Approved,State Government,60.0,True
SIH26017-PRJ-000542,District Collector Approval,True,2018-01-04,2018-02-18,Approved,District Collector,45.0,False
SIH26017-PRJ-000542,Environmental Clearance,True,2018-05-12,2018-11-30,Approved,State Environment Dept / MoEFCC,202.0,True
SIH26017-PRJ-000542,Ministry Approval,True,2018-06-28,2018-12-23,Approved,Concerned Central Ministry,178.0,False
SIH26017-PRJ-000543,SIA Approval,True,2020-12-30,2021-05-25,Approved,District Collector,146.0,True
SIH26017-PRJ-000543,State Govt Approval,True,2020-12-12,2021-01-27,Approved,State Government,46.0,True
SIH26017-PRJ-000543,District Collector Approval,True,2020-12-09,2021-01-06,Approved,District Collector,28.0,False
SIH26017-PRJ-000543,Environmental Clearance,True,2021-02-26,2022-01-17,Approved,State Environment Dept / MoEFCC,325.0,True
SIH26017-PRJ-000544,SIA Approval,True,2021-07-13,2021-10-25,Approved,District Collector,104.0,True
SIH26017-PRJ-000544,State Govt Approval,True,2021-08-07,2021-09-29,Approved,State Government,53.0,True
SIH26017-PRJ-000544,District Collector Approval,True,2021-06-28,2021-07-20,Approved,District Collector,22.0,False
SIH26017-PRJ-000544,Environmental Clearance,True,2021-09-04,2022-04-19,Approved,State Environment Dept / MoEFCC,227.0,True
SIH26017-PRJ-000544,Ministry Approval,True,2021-09-06,2022-03-05,Approved,Concerned Central Ministry,180.0,False
SIH26017-PRJ-000545,SIA Approval,True,2015-08-24,2015-10-17,Approved,District Collector,54.0,True
SIH26017-PRJ-000545,State Govt Approval,True,2015-09-02,2015-10-04,Approved,State Government,32.0,True
SIH26017-PRJ-000545,District Collector Approval,True,2015-08-07,2015-08-28,Approved,District Collector,21.0,False
SIH26017-PRJ-000545,Forest Clearance,True,2015-10-17,2016-11-14,Approved,State Forest Dept,394.0,True
SIH26017-PRJ-000545,Environmental Clearance,True,2015-09-15,2016-12-20,Approved,State Environment Dept / MoEFCC,462.0,True
SIH26017-PRJ-000546,SIA Approval,True,2022-05-05,2022-09-10,Approved,District Collector,128.0,True
SIH26017-PRJ-000546,State Govt Approval,True,2022-05-15,2022-07-05,Approved,State Government,51.0,True
SIH26017-PRJ-000546,District Collector Approval,True,2022-05-15,2022-06-10,Approved,District Collector,26.0,False
SIH26017-PRJ-000546,Environmental Clearance,True,2022-06-10,2022-10-25,Approved,State Environment Dept / MoEFCC,137.0,True
SIH26017-PRJ-000547,SIA Approval,True,2016-05-07,2016-07-14,Approved,District Collector,68.0,True
SIH26017-PRJ-000547,State Govt Approval,True,2016-06-06,2016-07-20,Approved,State Government,44.0,True
SIH26017-PRJ-000547,District Collector Approval,True,2016-04-01,2016-05-06,Approved,District Collector,35.0,False
SIH26017-PRJ-000547,Environmental Clearance,True,2016-06-19,2017-10-01,Approved,State Environment Dept / MoEFCC,469.0,True
SIH26017-PRJ-000547,Ministry Approval,True,2016-07-17,2016-12-18,Approved,Concerned Central Ministry,154.0,False
SIH26017-PRJ-000548,SIA Approval,True,2017-11-24,2018-03-08,Approved,District Collector,104.0,True
SIH26017-PRJ-000548,State Govt Approval,True,2017-12-15,2018-02-16,Approved,State Government,63.0,True
SIH26017-PRJ-000548,District Collector Approval,True,2017-12-03,2018-01-03,Approved,District Collector,31.0,False
SIH26017-PRJ-000548,Environmental Clearance,True,2017-12-23,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000549,SIA Approval,True,2019-08-06,2019-10-10,Approved,District Collector,65.0,True
SIH26017-PRJ-000549,State Govt Approval,True,2019-08-04,2019-11-08,Approved,State Government,96.0,True
SIH26017-PRJ-000549,District Collector Approval,True,2019-08-02,2019-09-05,Approved,District Collector,34.0,False
SIH26017-PRJ-000549,Environmental Clearance,True,2019-10-27,2020-07-13,Approved,State Environment Dept / MoEFCC,260.0,True
SIH26017-PRJ-000550,SIA Approval,True,2023-03-20,2023-07-17,Approved,District Collector,119.0,True
SIH26017-PRJ-000550,State Govt Approval,True,2023-04-02,2023-06-10,Approved,State Government,69.0,True
SIH26017-PRJ-000550,District Collector Approval,True,2023-03-21,2023-04-14,Approved,District Collector,24.0,False
SIH26017-PRJ-000550,Environmental Clearance,True,2023-08-06,2024-03-30,Approved,State Environment Dept / MoEFCC,237.0,True
SIH26017-PRJ-000550,Ministry Approval,True,2023-08-01,2023-11-16,Approved,Concerned Central Ministry,107.0,False
SIH26017-PRJ-000551,SIA Approval,True,2023-05-20,2023-07-06,Approved,District Collector,47.0,True
SIH26017-PRJ-000551,State Govt Approval,True,2023-05-02,2023-06-10,Approved,State Government,39.0,True
SIH26017-PRJ-000551,District Collector Approval,True,2023-05-04,2023-07-15,Approved,District Collector,72.0,False
SIH26017-PRJ-000551,Forest Clearance,True,2023-06-05,2024-05-08,Approved,State Forest Dept,338.0,True
