project_id,project_name,state,district,project_type,implementing_agency,project_geometry_type,applicable_land_acquisition_act,total_land_required_hectares,number_of_villages_affected,estimated_project_cost_inr_crore,land_type_required,tribal_area_flag,project_sanction_date,planned_land_acquisition_completion_date,planned_land_acquisition_duration_days
SIH26017-PRJ-000341,Railway Line/Doubling Project - Kalahandi (0341),Odisha,Kalahandi,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",281.89,12,6786.45,Agricultural,True,2023-07-28,2027-08-11,1475
SIH26017-PRJ-000342,Urban Water Supply/Sewerage Project - Nashik (0342),Maharashtra,Nashik,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",51.3,3,1260.39,Mixed,False,2017-07-15,2018-11-11,484
SIH26017-PRJ-000343,Railway Line/Doubling Project - Chennai (0343),Tamil Nadu,Chennai,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",71.83,3,4863.22,Forest,False,2023-06-09,2029-06-29,2212
SIH26017-PRJ-000344,National Highway Project - Jabalpur (0344),Madhya Pradesh,Jabalpur,National Highway,NHAI,Linear,"National Highways Act, 1956",145.77,3,1340.8,Mixed,False,2019-11-27,2021-04-10,500
SIH26017-PRJ-000345,National Highway Project - Chennai (0345),Tamil Nadu,Chennai,National Highway,NHAI,Linear,"National Highways Act, 1956",227.6,9,1536.52,Agricultural,False,2020-10-07,2024-05-25,1326
SIH26017-PRJ-000346,Industrial Corridor Project - Bengaluru Rural (0346),Karnataka,Bengaluru Rural,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",3915.04,93,19354.81,Mixed,False,2020-09-15,2029-01-07,3036
SIH26017-PRJ-000347,Irrigation Canal/Dam Project - Jabalpur (0347),Madhya Pradesh,Jabalpur,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",938.11,32,866.66,Forest,False,2019-02-12,2022-04-23,1166
SIH26017-PRJ-000348,State Highway Project - Dhanbad (0348),Jharkhand,Dhanbad,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",55.99,4,1684.43,Agricultural,False,2023-07-15,2026-08-29,1141
SIH26017-PRJ-000349,Power Transmission Line Project - Gaya (0349),Bihar,Gaya,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",91.4,1,666.56,Forest,False,2020-09-09,2022-09-17,738
SIH26017-PRJ-000350,State Highway Project - Belagavi (0350),Karnataka,Belagavi,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",88.71,6,194.73,Agricultural,False,2019-06-09,2021-06-11,733
SIH26017-PRJ-000351,Mining Project Project - Ballari (0351),Karnataka,Ballari,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1742.89,49,7141.02,Homestead-Residential,False,2021-08-02,2031-04-27,3555
SIH26017-PRJ-000352,Industrial Corridor Project - Rajkot (0352),Gujarat,Rajkot,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",2520.1,61,3827.34,Mixed,False,2023-09-12,2025-04-26,592
SIH26017-PRJ-000353,Airport Expansion Project - Pune (0353),Maharashtra,Pune,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1076.97,28,16957.61,Homestead-Residential,False,2024-05-18,2032-12-04,3122
SIH26017-PRJ-000354,Urban Metro Rail Project - Kamrup (0354),Assam,Kamrup,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",36.15,7,9545.87,Government-Wasteland,False,2024-08-22,2028-05-26,1373
SIH26017-PRJ-000355,Industrial Corridor Project - Nashik (0355),Maharashtra,Nashik,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1286.17,32,2698.31,Homestead-Residential,False,2023-04-15,2028-08-08,1942
SIH26017-PRJ-000356,Urban Metro Rail Project - Alwar (0356),Rajasthan,Alwar,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",70.24,3,10492.92,Homestead-Residential,False,2022-11-30,2027-04-12,1594
SIH26017-PRJ-000357,Industrial Corridor Project - Thiruvananthapuram (0357),Kerala,Thiruvananthapuram,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",3608.02,102,8234.67,Agricultural,False,2018-09-26,2019-03-19,174
SIH26017-PRJ-000358,Airport Expansion Project - Durg (0358),Chhattisgarh,Durg,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",1339.8,33,996.76,Homestead-Residential,False,2020-09-04,2022-03-30,572
SIH26017-PRJ-000359,Irrigation Canal/Dam Project - Hyderabad (0359),Telangana,Hyderabad,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1765.42,50,502.97,Homestead-Residential,False,2018-08-11,2025-06-04,2489
SIH26017-PRJ-000360,National Highway Project - Paschimi Singhbhum (0360),Jharkhand,Paschimi Singhbhum,National Highway,NHAI,Linear,"National Highways Act, 1956",369.85,11,5549.73,Homestead-Residential,True,2015-05-07,2024-01-18,3178
SIH26017-PRJ-000361,Urban Water Supply/Sewerage Project - Tiruchirappalli (0361),Tamil Nadu,Tiruchirappalli,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",23.23,8,1078.96,Mixed,False,2015-04-20,2018-04-28,1104
SIH26017-PRJ-000362,National Highway Project - Surat (0362),Gujarat,Surat,National Highway,NHAI,Linear,"National Highways Act, 1956",279.01,7,4828.34,Government-Wasteland,True,2018-07-15,2023-03-01,1690
SIH26017-PRJ-000363,Industrial Corridor Project - Bhopal (0363),Madhya Pradesh,Bhopal,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",522.99,10,3761.47,Agricultural,False,2018-03-23,2021-05-02,1136
SIH26017-PRJ-000364,Industrial Corridor Project - Dibrugarh (0364),Assam,Dibrugarh,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1996.53,52,16722.72,Agricultural,False,2016-11-25,2027-03-23,3770
SIH26017-PRJ-000365,Railway Line/Doubling Project - Gautam Buddh Nagar (0365),Uttar Pradesh,Gautam Buddh Nagar,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",573.84,20,3489.5,Homestead-Residential,False,2021-03-28,2024-01-21,1029
SIH26017-PRJ-000366,Urban Metro Rail Project - Madurai (0366),Tamil Nadu,Madurai,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",76.72,3,7322.32,Homestead-Residential,False,2017-11-29,2018-10-03,308
SIH26017-PRJ-000367,Industrial Corridor Project - Chhatrapati Sambhajinagar (0367),Maharashtra,Chhatrapati Sambhajinagar,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",4804.14,96,2424.77,Government-Wasteland,True,2022-01-25,2023-10-11,624
SIH26017-PRJ-000368,National Highway Project - Patna (0368),Bihar,Patna,National Highway,NHAI,Linear,"National Highways Act, 1956",332.95,11,371.88,Government-Wasteland,False,2015-11-22,2018-08-27,1009
SIH26017-PRJ-000369,Airport Expansion Project - Jaipur (0369),Rajasthan,Jaipur,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",580.24,12,12277.61,Agricultural,False,2016-03-04,2019-07-22,1235
SIH26017-PRJ-000370,Irrigation Canal/Dam Project - Cuttack (0370),Odisha,Cuttack,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",74.28,5,525.28,Government-Wasteland,True,2015-02-23,2019-11-11,1722
SIH26017-PRJ-000371,Industrial Corridor Project - Sundargarh (0371),Odisha,Sundargarh,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",4931.38,115,11121.36,Agricultural,False,2020-02-24,2025-06-12,1935
SIH26017-PRJ-000372,National Highway Project - Kamrup (0372),Assam,Kamrup,National Highway,NHAI,Linear,"National Highways Act, 1956",177.53,5,4159.03,Government-Wasteland,False,2024-01-21,2030-11-14,2489
SIH26017-PRJ-000373,State Highway Project - Purba Bardhaman (0373),West Bengal,Purba Bardhaman,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",75.68,7,758.13,Agricultural,False,2017-09-16,2019-11-26,801
SIH26017-PRJ-000374,Special Economic Zone Project - Agra (0374),Uttar Pradesh,Agra,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",595.75,19,10749.74,Agricultural,False,2019-02-03,2023-04-10,1527
SIH26017-PRJ-000375,Urban Water Supply/Sewerage Project - Sundargarh (0375),Odisha,Sundargarh,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",57.98,2,1319.45,Mixed,False,2017-10-10,2022-11-14,1861
SIH26017-PRJ-000376,National Highway Project - Indore (0376),Madhya Pradesh,Indore,National Highway,NHAI,Linear,"National Highways Act, 1956",218.38,3,3188.79,Government-Wasteland,False,2024-05-20,2026-04-11,691
SIH26017-PRJ-000377,Industrial Corridor Project - Tiruchirappalli (0377),Tamil Nadu,Tiruchirappalli,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",2942.17,86,10395.41,Mixed,False,2024-08-08,2028-12-09,1584
SIH26017-PRJ-000378,Renewable Energy Park Project - Chhindwara (0378),Madhya Pradesh,Chhindwara,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2787.21,75,366.96,Forest,True,2017-12-17,2022-07-06,1662
SIH26017-PRJ-000379,Irrigation Canal/Dam Project - Kamrup (0379),Assam,Kamrup,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",115.89,5,2366.59,Forest,False,2019-05-27,2026-04-11,2511
SIH26017-PRJ-000380,Irrigation Canal/Dam Project - Ernakulam (0380),Kerala,Ernakulam,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1470.44,44,4400.22,Homestead-Residential,False,2022-10-30,2027-02-23,1577
SIH26017-PRJ-000381,Renewable Energy Park Project - Cuttack (0381),Odisha,Cuttack,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1171.52,31,8221.27,Forest,False,2015-03-19,2017-10-10,936
SIH26017-PRJ-000382,Irrigation Canal/Dam Project - Ranchi (0382),Jharkhand,Ranchi,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1981.17,51,4547.29,Agricultural,False,2023-06-23,2030-05-27,2530
SIH26017-PRJ-000383,Railway Line/Doubling Project - Nashik (0383),Maharashtra,Nashik,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",66.42,6,3734.78,Agricultural,False,2022-01-29,2023-10-16,625
SIH26017-PRJ-000384,State Highway Project - Karimnagar (0384),Telangana,Karimnagar,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",32.91,6,190.46,Agricultural,False,2020-12-24,2023-06-06,894
SIH26017-PRJ-000385,Renewable Energy Park Project - Ernakulam (0385),Kerala,Ernakulam,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2246.25,67,8265.91,Government-Wasteland,False,2016-05-23,2022-07-23,2252
SIH26017-PRJ-000386,Power Transmission Line Project - Karimnagar (0386),Telangana,Karimnagar,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",119.46,2,747.9,Forest,False,2021-04-20,2027-06-18,2250
SIH26017-PRJ-000387,National Highway Project - Dhanbad (0387),Jharkhand,Dhanbad,National Highway,NHAI,Linear,"National Highways Act, 1956",54.61,4,689.62,Agricultural,False,2023-02-14,2025-06-06,843
SIH26017-PRJ-000388,Mining Project Project - Udaipur (0388),Rajasthan,Udaipur,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",2295.53,70,4841.46,Agricultural,False,2016-07-08,2024-09-25,3001
SIH26017-PRJ-000389,Industrial Corridor Project - Sundargarh (0389),Odisha,Sundargarh,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",3726.04,111,10155.29,Forest,False,2024-05-11,2032-02-20,2841
SIH26017-PRJ-000390,National Highway Project - Hyderabad (0390),Telangana,Hyderabad,National Highway,NHAI,Linear,"National Highways Act, 1956",231.76,3,3660.38,Mixed,False,2022-07-18,2027-05-01,1748
SIH26017-PRJ-000391,Airport Expansion Project - Bengaluru Rural (0391),Karnataka,Bengaluru Rural,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",797.63,25,12237.59,Homestead-Residential,False,2020-02-22,2021-07-24,518
SIH26017-PRJ-000392,Irrigation Canal/Dam Project - Ranchi (0392),Jharkhand,Ranchi,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1533.43,47,1460.09,Government-Wasteland,False,2018-07-22,2018-12-04,135
SIH26017-PRJ-000393,State Highway Project - Kamrup (0393),Assam,Kamrup,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",158.31,9,1189.66,Agricultural,False,2018-04-09,2022-05-12,1494
SIH26017-PRJ-000394,Mining Project Project - Kalahandi (0394),Odisha,Kalahandi,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",343.76,10,5670.64,Homestead-Residential,False,2016-03-27,2016-09-02,159
SIH26017-PRJ-000395,Urban Water Supply/Sewerage Project - Udaipur (0395),Rajasthan,Udaipur,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",51.84,3,1840.06,Mixed,False,2017-01-24,2020-12-27,1433
SIH26017-PRJ-000396,National Highway Project - Ahmedabad (0396),Gujarat,Ahmedabad,National Highway,NHAI,Linear,"National Highways Act, 1956",153.31,7,1211.71,Homestead-Residential,False,2015-08-20,2024-03-30,3145
SIH26017-PRJ-000397,Special Economic Zone Project - Chennai (0397),Tamil Nadu,Chennai,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",190.85,8,933.38,Government-Wasteland,False,2024-09-24,2027-03-01,888
SIH26017-PRJ-000398,Railway Line/Doubling Project - Indore (0398),Madhya Pradesh,Indore,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",160.71,13,4488.23,Agricultural,False,2017-02-20,2019-03-07,745
SIH26017-PRJ-000399,Urban Water Supply/Sewerage Project - Belagavi (0399),Karnataka,Belagavi,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",33.88,3,1316.74,Homestead-Residential,False,2021-09-02,2026-02-17,1629
SIH26017-PRJ-000400,Special Economic Zone Project - Rajkot (0400),Gujarat,Rajkot,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2040.6,53,2316.13,Government-Wasteland,False,2015-10-14,2027-06-27,4274
SIH26017-PRJ-000401,National Highway Project - Ernakulam (0401),Kerala,Ernakulam,National Highway,NHAI,Linear,"National Highways Act, 1956",38.81,4,4017.3,Government-Wasteland,False,2024-09-17,2027-12-24,1193
SIH26017-PRJ-000402,Power Transmission Line Project - Nashik (0402),Maharashtra,Nashik,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",108.36,7,275.56,Mixed,True,2020-02-04,2023-01-03,1064
SIH26017-PRJ-000403,Renewable Energy Park Project - Raipur (0403),Chhattisgarh,Raipur,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",827.98,18,6307.44,Mixed,False,2024-06-03,2031-09-28,2673
SIH26017-PRJ-000404,Power Transmission Line Project - Raipur (0404),Chhattisgarh,Raipur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",109.15,7,705.54,Mixed,False,2018-09-21,2024-11-13,2245
SIH26017-PRJ-000405,Urban Metro Rail Project - Thiruvananthapuram (0405),Kerala,Thiruvananthapuram,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",90.47,5,7494.02,Agricultural,False,2017-11-13,2023-03-15,1948
SIH26017-PRJ-000406,Renewable Energy Park Project - Kalahandi (0406),Odisha,Kalahandi,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2347.62,55,8233.34,Government-Wasteland,False,2019-01-26,2026-04-06,2627
SIH26017-PRJ-000407,Mining Project Project - Warangal (0407),Telangana,Warangal,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1551.23,42,2088.53,Forest,False,2018-06-15,2020-08-31,808
SIH26017-PRJ-000408,Urban Water Supply/Sewerage Project - Rajkot (0408),Gujarat,Rajkot,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",27.58,4,2020.61,Homestead-Residential,False,2020-09-13,2026-07-04,2120
SIH26017-PRJ-000409,Irrigation Canal/Dam Project - Belagavi (0409),Karnataka,Belagavi,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1482.88,39,1800.25,Agricultural,False,2021-11-16,2024-12-28,1138
SIH26017-PRJ-000410,Urban Metro Rail Project - Chennai (0410),Tamil Nadu,Chennai,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",97.15,4,13011.59,Homestead-Residential,False,2019-06-13,2023-12-20,1651
SIH26017-PRJ-000411,State Highway Project - Rajkot (0411),Gujarat,Rajkot,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",190.12,7,1367.96,Agricultural,False,2021-12-06,2024-04-22,868
SIH26017-PRJ-000412,Urban Water Supply/Sewerage Project - Bhopal (0412),Madhya Pradesh,Bhopal,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",20.05,2,1460.52,Mixed,False,2016-10-30,2017-09-05,310
SIH26017-PRJ-000413,National Highway Project - Jabalpur (0413),Madhya Pradesh,Jabalpur,National Highway,NHAI,Linear,"National Highways Act, 1956",142.57,4,3146.37,Homestead-Residential,False,2023-06-26,2025-10-07,834
SIH26017-PRJ-000414,Renewable Energy Park Project - Kamrup (0414),Assam,Kamrup,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1324.4,40,4287.95,Agricultural,False,2024-06-25,2028-03-27,1371
SIH26017-PRJ-000415,Industrial Corridor Project - Chennai (0415),Tamil Nadu,Chennai,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",4909.64,140,6926.79,Homestead-Residential,False,2020-02-18,2027-10-15,2796
SIH26017-PRJ-000416,Urban Water Supply/Sewerage Project - Warangal (0416),Telangana,Warangal,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",54.64,4,265.44,Homestead-Residential,True,2021-07-31,2026-01-05,1619
SIH26017-PRJ-000417,Power Transmission Line Project - Khordha (0417),Odisha,Khordha,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",13.29,2,127.25,Agricultural,False,2016-04-30,2018-02-02,643
SIH26017-PRJ-000418,National Highway Project - Agra (0418),Uttar Pradesh,Agra,National Highway,NHAI,Linear,"National Highways Act, 1956",291.81,13,152.3,Government-Wasteland,False,2019-05-20,2020-03-13,298
SIH26017-PRJ-000419,Urban Water Supply/Sewerage Project - Pune (0419),Maharashtra,Pune,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",41.17,5,648.06,Agricultural,False,2021-02-15,2024-01-26,1075
SIH26017-PRJ-000420,Urban Water Supply/Sewerage Project - Dibrugarh (0420),Assam,Dibrugarh,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",36.34,1,1561.23,Homestead-Residential,False,2022-11-22,2028-01-22,1887
SIH26017-PRJ-000421,National Highway Project - Purulia (0421),West Bengal,Purulia,National Highway,NHAI,Linear,"National Highways Act, 1956",98.58,7,5817.58,Mixed,False,2015-10-16,2017-12-30,806
SIH26017-PRJ-000422,Irrigation Canal/Dam Project - Udaipur (0422),Rajasthan,Udaipur,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",939.32,26,2365.52,Forest,False,2024-06-24,2029-12-30,2015
SIH26017-PRJ-000423,National Highway Project - Chhatrapati Sambhajinagar (0423),Maharashtra,Chhatrapati Sambhajinagar,National Highway,NHAI,Linear,"National Highways Act, 1956",156.13,7,189.21,Homestead-Residential,False,2017-10-19,2022-09-02,1779
SIH26017-PRJ-000424,National Highway Project - Belagavi (0424),Karnataka,Belagavi,National Highway,NHAI,Linear,"National Highways Act, 1956",243.02,9,4502.18,Agricultural,False,2015-08-29,2018-04-18,963
SIH26017-PRJ-000425,National Highway Project - Jaipur (0425),Rajasthan,Jaipur,National Highway,NHAI,Linear,"National Highways Act, 1956",75.61,3,2619.62,Agricultural,False,2016-09-28,2023-07-23,2489
SIH26017-PRJ-000426,National Highway Project - Kalahandi (0426),Odisha,Kalahandi,National Highway,NHAI,Linear,"National Highways Act, 1956",34.16,6,3215.53,Mixed,False,2023-01-29,2026-12-28,1429
SIH26017-PRJ-000427,Special Economic Zone Project - Lucknow (0427),Uttar Pradesh,Lucknow,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",804.27,38,11414.5,Homestead-Residential,False,2015-11-02,2016-03-04,123
SIH26017-PRJ-000428,Renewable Energy Park Project - Khordha (0428),Odisha,Khordha,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1690.43,43,5094.93,Government-Wasteland,False,2015-04-01,2020-06-12,1899
SIH26017-PRJ-000429,Irrigation Canal/Dam Project - Gautam Buddh Nagar (0429),Uttar Pradesh,Gautam Buddh Nagar,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1903.28,53,4831.35,Mixed,False,2016-10-02,2024-09-07,2897
SIH26017-PRJ-000430,Power Transmission Line Project - Thiruvananthapuram (0430),Kerala,Thiruvananthapuram,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",69.72,8,924.21,Agricultural,True,2019-02-17,2022-06-13,1212
SIH26017-PRJ-000431,Irrigation Canal/Dam Project - Bhopal (0431),Madhya Pradesh,Bhopal,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1894.2,47,2329.13,Agricultural,False,2020-01-01,2025-08-01,2039
SIH26017-PRJ-000432,Special Economic Zone Project - Thiruvananthapuram (0432),Kerala,Thiruvananthapuram,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",1255.66,36,2741.09,Agricultural,False,2020-04-15,2023-01-26,1016
SIH26017-PRJ-000433,Airport Expansion Project - Dibrugarh (0433),Assam,Dibrugarh,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",625.71,26,9723.59,Homestead-Residential,False,2020-12-03,2025-08-24,1725
SIH26017-PRJ-000434,Renewable Energy Park Project - Dhanbad (0434),Jharkhand,Dhanbad,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2256.97,70,4819.2,Mixed,False,2015-03-26,2016-11-16,601
SIH26017-PRJ-000435,Railway Line/Doubling Project - Kamrup (0435),Assam,Kamrup,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",326.14,14,1869.23,Mixed,False,2017-06-19,2025-06-11,2914
SIH26017-PRJ-000436,Urban Water Supply/Sewerage Project - Jabalpur (0436),Madhya Pradesh,Jabalpur,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",35.32,4,2346.16,Homestead-Residential,False,2018-09-16,2020-10-02,747
SIH26017-PRJ-000437,National Highway Project - Purulia (0437),West Bengal,Purulia,National Highway,NHAI,Linear,"National Highways Act, 1956",212.37,9,5389.5,Agricultural,False,2017-01-23,2020-07-27,1281
SIH26017-PRJ-000438,Mining Project Project - Paschimi Singhbhum (0438),Jharkhand,Paschimi Singhbhum,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1497.65,49,4918.35,Homestead-Residential,False,2021-07-26,2026-07-17,1817
SIH26017-PRJ-000439,Railway Line/Doubling Project - Alwar (0439),Rajasthan,Alwar,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",521.07,14,4489.4,Forest,False,2021-12-28,2029-03-13,2632
SIH26017-PRJ-000440,Mining Project Project - Agra (0440),Uttar Pradesh,Agra,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",2287.62,48,5512.48,Government-Wasteland,False,2021-11-17,2026-08-19,1736
SIH26017-PRJ-000441,Mining Project Project - Kamrup (0441),Assam,Kamrup,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",761.69,17,6418.34,Agricultural,False,2017-12-05,2024-09-04,2465
SIH26017-PRJ-000442,Power Transmission Line Project - Lucknow (0442),Uttar Pradesh,Lucknow,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",97.71,2,465.2,Agricultural,False,2019-02-24,2021-02-08,715
SIH26017-PRJ-000443,National Highway Project - Purba Bardhaman (0443),West Bengal,Purba Bardhaman,National Highway,NHAI,Linear,"National Highways Act, 1956",189.34,14,2132.46,Homestead-Residential,False,2016-12-07,2020-06-23,1294
SIH26017-PRJ-000444,Urban Water Supply/Sewerage Project - Dhanbad (0444),Jharkhand,Dhanbad,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",35.51,3,197.55,Homestead-Residential,False,2023-04-13,2025-08-18,858
SIH26017-PRJ-000445,National Highway Project - Bastar (0445),Chhattisgarh,Bastar,National Highway,NHAI,Linear,"National Highways Act, 1956",304.91,9,2241.35,Agricultural,True,2018-12-27,2024-09-23,2097
SIH26017-PRJ-000446,Power Transmission Line Project - Muzaffarpur (0446),Bihar,Muzaffarpur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",65.4,7,428.33,Agricultural,False,2021-06-02,2023-03-10,646
SIH26017-PRJ-000447,Renewable Energy Park Project - Coimbatore (0447),Tamil Nadu,Coimbatore,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1994.96,70,808.83,Agricultural,False,2021-08-02,2023-01-31,547
SIH26017-PRJ-000448,Renewable Energy Park Project - Chhatrapati Sambhajinagar (0448),Maharashtra,Chhatrapati Sambhajinagar,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1253.84,33,5603.52,Agricultural,False,2021-11-07,2028-08-02,2460
SIH26017-PRJ-000449,State Highway Project - Gaya (0449),Bihar,Gaya,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",141.54,5,62.93,Agricultural,False,2018-09-23,2020-12-27,826
SIH26017-PRJ-000450,Urban Water Supply/Sewerage Project - Chennai (0450),Tamil Nadu,Chennai,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",59.24,3,1442.99,Homestead-Residential,False,2021-10-02,2022-05-30,240
SIH26017-PRJ-000451,Special Economic Zone Project - Kolkata (0451),West Bengal,Kolkata,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2909.54,83,10741.31,Agricultural,False,2018-04-07,2020-10-14,921
SIH26017-PRJ-000452,State Highway Project - Ballari (0452),Karnataka,Ballari,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",107.09,7,1245.59,Government-Wasteland,False,2024-09-02,2026-10-16,774
SIH26017-PRJ-000453,State Highway Project - Dhanbad (0453),Jharkhand,Dhanbad,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",35.37,5,1020.84,Forest,False,2016-04-10,2019-08-24,1231
SIH26017-PRJ-000454,Irrigation Canal/Dam Project - Muzaffarpur (0454),Bihar,Muzaffarpur,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",623.28,18,1139.75,Forest,False,2020-03-09,2021-10-03,573
