project_id,total_compensation_assessed_inr,compensation_disbursed_inr,percent_disbursed,number_of_beneficiaries,number_paid,disbursement_start_date,last_disbursement_date,solatium_percent,market_value_multiplier,compensation_dispute_flag,mode_of_payment,pending_compensation_inr
SIH26017-PRJ-000578,1041751478.29,889655762.46,85.4,129,114,2017-10-13,2026-08-15,100.0,1.63,True,Land-for-Land,152095715.83
SIH26017-PRJ-000579,587429428.89,394752576.21,67.2,211,144,2017-05-04,2026-08-15,100.0,1.45,False,Direct Bank Transfer,192676852.68
SIH26017-PRJ-000580,6341772695.98,0.0,0.0,363,0,,,100.0,1.34,False,Direct Bank Transfer,6341772695.98
SIH26017-PRJ-000581,2588663069.09,2513591840.09,97.1,227,216,2024-01-26,2026-08-15,100.0,1.44,False,Direct Bank Transfer,75071229.0
SIH26017-PRJ-000582,21611628519.38,10481639831.9,48.5,1496,723,2021-10-02,2024-12-11,100.0,1.04,False,Direct Bank Transfer,11129988687.48
SIH26017-PRJ-000583,360310304.28,245011006.91,68.0,104,68,2020-07-20,2026-08-15,100.0,1.3,False,Direct Bank Transfer,115299297.37
SIH26017-PRJ-000584,1920296778.38,1472867629.02,76.7,1285,986,2019-11-09,2026-08-15,100.0,1.03,False,Direct Bank Transfer,447429149.36
SIH26017-PRJ-000585,2068306746.87,1195481299.69,57.8,133,78,2022-11-14,2024-12-21,100.0,1.4,True,Direct Bank Transfer,872825447.18
SIH26017-PRJ-000586,1355747012.64,736170627.86,54.3,332,184,2025-06-21,2025-07-05,100.0,1.54,False,Cheque,619576384.78
SIH26017-PRJ-000587,3836600844.87,3510489773.06,91.5,676,613,2022-08-09,2026-08-15,100.0,1.51,False,Direct Bank Transfer,326111071.81
SIH26017-PRJ-000588,220630694.66,0.0,0.0,21,0,,,100.0,1.56,False,Direct Bank Transfer,220630694.66
SIH26017-PRJ-000589,16470038334.73,0.0,0.0,2356,0,,,100.0,1.51,False,Direct Bank Transfer,16470038334.73
SIH26017-PRJ-000590,438070023.79,311029716.89,71.0,101,74,2024-04-12,2026-08-15,100.0,1.28,False,Mixed,127040306.9
SIH26017-PRJ-000591,289107636.67,0.0,0.0,216,0,,,100.0,1.68,False,Direct Bank Transfer,289107636.67
SIH26017-PRJ-000592,17129012044.26,2586480818.68,15.1,1769,280,2026-06-20,2025-10-21,100.0,1.08,False,Land-for-Land,14542531225.58
SIH26017-PRJ-000593,447849861.42,382911631.51,85.5,36,31,2021-02-23,2026-08-15,100.0,1.34,False,Direct Bank Transfer,64938229.91
SIH26017-PRJ-000594,35323262902.24,24514344454.15,69.4,3266,2320,2020-03-12,2026-08-15,100.0,1.64,False,Land-for-Land,10808918448.09
SIH26017-PRJ-000595,2366372083.71,1864701201.96,78.8,147,116,2018-04-09,2026-08-15,100.0,1.37,False,Cheque,501670881.75
SIH26017-PRJ-000596,2343335307.66,1715321445.21,73.2,529,371,2023-01-16,2026-08-15,100.0,1.93,False,Direct Bank Transfer,628013862.45
SIH26017-PRJ-000597,12139950924.54,10367518089.56,85.4,959,772,2019-03-08,2026-08-15,100.0,1.42,False,Direct Bank Transfer,1772432834.98
SIH26017-PRJ-000598,336736425.42,282185124.5,83.8,47,36,2020-10-16,2026-08-15,100.0,1.63,False,Land-for-Land,54551300.92
SIH26017-PRJ-000599,286886177.68,253033608.71,88.2,62,53,2022-05-24,2026-08-15,100.0,1.88,False,Mixed,33852568.97
SIH26017-PRJ-000600,1344074444.57,802412443.41,59.7,152,90,2026-01-17,2026-03-22,100.0,1.38,False,Direct Bank Transfer,541662001.16
